#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
RPL27A	ENSG00000166441	ENSG00000166441:8704748-8705326:target	0.324273283735;-0.324273283735	0.999991599646;0.999991599646	0.659;0.341	0.975;0.025	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr11	+	8704363-8704749;8704747-8704748	8703958-8704363;8704364-8704747;8704748-8705326	;;	;;	(8704364, 8704747)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/96_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RPL27A
PSMA3-AS1	ENSG00000257621	ENSG00000257621:58758353-58758425:source	0.202588943965;-0.149712168005;-5.51670590448e-06;-0.00675355643257	0.701395121393;0.286385028658;1.65589041974e-12;7.33117374529e-10	0.650;0.243;0.025;0.079	0.850;0.088;0.025;0.047	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr14	-	58758425-58764673;58758425-58760484;58758425-58760032;58758425-58759784	58758353-58758425;58759784-58759856;58760032-58760262;58760484-58762529;58764673-58764852	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/129_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PSMA3-AS1
GON4L	ENSG00000116580	ENSG00000116580:155785596-155785691:source	6.5448174103e-08;0.226774210539;-0.217855671956	6.02264334314e-18;0.820681020798;0.775063569309	0.025;0.395;0.595	0.025;0.617;0.381	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	155785691-155790397;155785691-155786003;155785691-155785692	155785596-155785691;155785692-155786002;155786003-155786053;155790397-155790447	;;;	;;;	(155785692, 155786002)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/46_T4_N_T4_17.deltapsi_quantify_deltapsi.html#GON4L
SETD5	ENSG00000168137	ENSG00000168137:9512143-9512613:target	0.217822251887;0.00450448001816;-0.226425353659	0.820357351583;9.22053875164e-06;0.988227784113	0.644;0.113;0.246	0.856;0.142;0.025	t|1e1.1o5|1e2.1o1|2e0|i	False	True	True	2	3	1	chr3	+	9506356-9512143;9510259-9512143;9512142-9512143	9506109-9506638;9510203-9510259;9510260-9512142;9512143-9512613	;;;	;;;	(9510260, 9512142)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SETD5
SETD5	ENSG00000168137	ENSG00000168137:9475961-9476169:target	0.251311609561;0.000156181528844;-0.259857510199;4.61082501768e-08	0.933378081313;7.26045056438e-14;0.951484167103;6.02261401141e-18	0.162;0.025;0.821;0.025	0.407;0.027;0.568;0.025	t|1e1.2o2|1e2.1o1|2e1.2o2|i	True	True	True	3	3	1	chr3	+	9475634-9475961;9475865-9475961;9475634-9476018;9475960-9475961	9475529-9475634;9475529-9475634;9475677-9475865;9475866-9475960;9475961-9476169	;;;;	;;;;	(9475866, 9475960)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SETD5
SETD5	ENSG00000168137	ENSG00000168137:9475529-9475634:source	0.00157655586577;0.237575907664;-0.253464803873	2.65267817183e-08;0.887309192613;0.936560194342	0.063;0.155;0.786	0.075;0.387;0.539	s|1e0|2e1.2o2|2e2.1o2|2e2.2o2	True	True	True	3	3	0	chr3	+	9475634-9475729;9475634-9475961;9475634-9476018	9475529-9475634;9475677-9475865;9475961-9476169;9475961-9476169	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SETD5
FBXW2	ENSG00000119402	ENSG00000119402:123538367-123538933:source	1.14185371585e-08;0.247708483816;-0.12953883134;-0.0817756478662	6.02257526711e-18;0.940367702461;0.122357494095;0.0340784864831	0.025;0.349;0.310;0.340	0.025;0.590;0.174;0.231	t|1e0|2e1.2o2|2e2.1o1|2e3.1o1|i	False	True	True	3	4	1	chr9	-	123538504-123550047;123538504-123540629;123538504-123539209;123538933-123538934	123538367-123538933;123538934-123539208;123539209-123539299;123540629-123540823;123550047-123550556	;;;;	;;;;	(123538934, 123539208)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FBXW2
ENSG00000005955	ENSG00000005955	ENSG00000005955:34943366-34944026:source	0.220443024878;-0.220443024878	0.863879820392;0.863879820392	0.692;0.308	0.907;0.093	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr17	+	34943675-34945638;34944026-34944027	34943366-34944026;34944027-34945637;34945638-34946278	;;	;;	(34944027, 34945637)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ENSG00000005955
CMTR1	ENSG00000137200	ENSG00000137200:37429325-37429421:source	0.296567850728;-0.0128377028465;-0.0671533888258;-0.111031944855	0.994343525225;0.000251400813018;6.07311420543e-09;0.000132898855318	0.472;0.288;0.104;0.134	0.762;0.236;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr6	+	37429421-37429746;37429421-37430605;37429421-37438797;37429421-37429422	37429325-37429421;37429422-37429745;37429746-37429878;37430605-37430784;37438797-37438853	;;;;	;;;;	(37429422, 37429745)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/68_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CMTR1
CMTR1	ENSG00000137200	ENSG00000137200:37429746-37429878:target	0.230615058115;-0.230615058115	0.978485020107;0.978485020107	0.750;0.250	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	37429421-37429746;37429745-37429746	37429325-37429421;37429422-37429745;37429746-37429878	;;	;;	(37429422, 37429745)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/68_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CMTR1
AARSD1	ENSG00000266967	ENSG00000266967:41108045-41108337:source	0.236908128299;6.94557173237e-07;-0.236213105733	0.996106257719;4.24278756273e-16;0.99586596501	0.744;0.025;0.255	0.975;0.025;0.025	t|1e1.3o4|2e1.4o4|i	True	True	False	2	2	1	chr17	-	41108337-41108421;41108332-41108415;41108337-41108338	41108045-41108337;41108338-41108414;41108415-41108577;41108415-41108577	;;;	;;;	(41108338, 41108414)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/131_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AARSD1
AARSD1	ENSG00000266967	ENSG00000266967:41109155-41109549:target	0.202326881629;-0.202326881629	0.721027197345;0.721027197345	0.678;0.322	0.877;0.123	s|1e1.1o5|1e1.5o5	False	True	False	2	2	0	chr17	-	41108577-41109155;41108521-41109155	41108415-41108577;41108415-41108577;41109155-41109549	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/131_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AARSD1
KDM4C	ENSG00000107077	ENSG00000107077:7046862-7046917:target	-0.0685010323724;0.256704658472;-0.000298371439295;-0.107934636672	0.00598101944364;0.965975054868;6.34783544606e-18;0.0530302004217	0.166;0.610;0.028;0.191	0.070;0.860;0.025;0.072	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr9	+	7014001-7046862;7015929-7046862;7040508-7046862;7040856-7046862	7013788-7014337;7015853-7015929;7040470-7040508;7040834-7040856;7046862-7046917	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/34_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KDM4C
KDM4C	ENSG00000107077	ENSG00000107077:7049092-7049200:source	-0.290755454172;0.290755454172	0.980725490082;0.980725490082	0.501;0.499	0.218;0.782	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	+	7049200-7076434;7049200-7103685	7049092-7049200;7076434-7077733;7103685-7104017	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/34_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KDM4C
KDM4C	ENSG00000107077	ENSG00000107077:7103685-7104017:target	0.00504848565948;0.246463761475;-0.283629537173	1.31284424792e-05;0.904989807212;0.991451683895	0.062;0.602;0.337	0.095;0.843;0.061	t|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	1	chr9	+	7046917-7103685;7049200-7103685;7077733-7103685	7046862-7046917;7049092-7049200;7076434-7077733;7103685-7104017	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/34_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KDM4C
MRPL20	ENSG00000242485	ENSG00000242485:1340489-1341266:target	0.0033891379296;0.401051815019;-0.42054049998	3.69029707816e-10;0.999999999185;1.0	0.025;0.561;0.435	0.047;0.951;0.025	s|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr1	-	1337981-1341189;1337636-1341189;1340488-1340489	1337288-1337981;1337288-1337981;1337982-1340488;1340489-1341266	;;;	;;;	(1337982, 1340488)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MRPL20
MRPL20	ENSG00000242485	ENSG00000242485:1337288-1337981:source	0.00341095938063;0.488848200066;-0.509051827003	3.48945224453e-10;1.0;1.0	0.025;0.475;0.521	0.047;0.951;0.025	t|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr1	-	1337981-1341189;1337636-1341189;1337981-1337982	1337288-1337981;1337982-1340488;1340489-1341266;1340489-1341266	;;;	;;;	(1337982, 1340488)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MRPL20
PIKFYVE	ENSG00000115020	ENSG00000115020:209200030-209200143:target	-3.56254219444e-08;-0.266887458136;0.273881840742;5.10652071366e-09	6.02261265639e-18;0.959841955815;0.970397128681;6.02256825415e-18	0.025;0.522;0.468;0.025	0.025;0.262;0.735;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr2	+	209193004-209200030;209195418-209200030;209198217-209200030;209199227-209200030	209192904-209193004;209195247-209195418;209198039-209198217;209199096-209199227;209200030-209200143	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/44_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PIKFYVE
AKAP8	ENSG00000105127	ENSG00000105127:15479878-15480035:source	0.248551256093;-0.248551256093	0.882103325811;0.882103325811	0.471;0.529	0.715;0.285	t|1e1.1o2|i	False	False	False	1	2	1	chr19	-	15480035-15480957;15480035-15480036	15479878-15480035;15480036-15480955;15480956-15480990	;;	;;	(15480036, 15480955)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/30_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AKAP8
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99950620-99950746:target	0.51541527134;-0.51541527134	1.0;1.0	0.472;0.528	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99950537-99950620;99950619-99950620	99950384-99950537;99950538-99950619;99950620-99950746	;;	;;	(99950538, 99950619)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/132_T4_N_T4_17.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99954373-99954506:target	0.358888863567;-0.358888863567	1.0;1.0	0.625;0.375	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99952863-99954373;99954372-99954373	99952766-99952863;99952864-99954372;99954373-99954506	;;	;;	(99952864, 99954372)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/132_T4_N_T4_17.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99936396-99936512:source	0.276027682292;-0.276027682292	0.999997804628;0.999997804628	0.706;0.294	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99936512-99943488;99936512-99936513	99936396-99936512;99936513-99943487;99943488-99943591	;;	;;	(99936513, 99943487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/132_T4_N_T4_17.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99943488-99943591:target	0.281689910742;-0.281689910742	0.999998998548;0.999998998548	0.700;0.300	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99936512-99943488;99943487-99943488	99936396-99936512;99936513-99943487;99943488-99943591	;;	;;	(99936513, 99943487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/132_T4_N_T4_17.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
RNF11	ENSG00000123091	ENSG00000123091:51735590-51735797:target	0.210176639411;-0.0098960744832;-0.0540348834748;-0.0563258770912	0.846088131734;1.68335732712e-17;5.90974660576e-12;2.93158053924e-10	0.760;0.058;0.083;0.097	0.965;0.025;0.025;0.026	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	False	True	True	4	5	1	chr1	+	51702551-51735628;51717195-51735628;51733033-51735628;51734861-51735628	51701943-51702551;51717185-51717195;51733023-51733033;51734782-51734861;51735590-51735797	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/52_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RNF11
PLEC	ENSG00000178209	ENSG00000178209:145012799-145012860:source	-0.0312146486257;0.325024882958;7.41736628561e-06;-0.16679578996;2.20344107914e-10;2.20344107914e-10;5.74065797741e-05;2.20344107914e-10;2.20344107914e-10;2.20344107914e-10;-0.000359777930625;-0.0526728537081	0.00013591402168;0.999696873185;6.03084871052e-18;0.269587361844;6.02256276094e-18;6.02256276094e-18;6.38187161321e-18;6.02256276094e-18;6.02256276094e-18;6.02256276094e-18;6.44671890689e-18;6.76246234517e-17	0.223;0.429;0.025;0.188;0.025;0.025;0.025;0.025;0.025;0.025;0.028;0.081	0.156;0.746;0.025;0.026;0.025;0.025;0.026;0.025;0.025;0.025;0.025;0.025	t|1e1.1o1|1e10.1o2|1e10.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|1e7.1o1|1e8.1o1|1e9.1o1	True	False	True	12	11	1	chr8	-	145012860-145049345;145012860-145013518;145012860-145013277;145012860-145047571;145012860-145032763;145012860-145027894;145012860-145024352;145012860-145020553;145012860-145020518;145012860-145018816;145012860-145017947;145012860-145016560	145012799-145012860;145013277-145013758;145013277-145013758;145016560-145016692;145017947-145018126;145018816-145018905;145020518-145020715;145020518-145020715;145024352-145025044;145027894-145028088;145032763-145032967;145047571-145047697;145049345-145049543	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/109_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PLEC
PLEC	ENSG00000178209	ENSG00000178209:145003582-145003739:source	0.255205897401;-0.255205897401	0.999982913277;0.999982913277	0.726;0.274	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr8	-	145003739-145003814;145003739-145003740	145003582-145003739;145003740-145003813;145003814-145003997	;;	;;	(145003740, 145003813)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/109_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PLEC
PLEC	ENSG00000178209	ENSG00000178209:145000952-145001050:target	0.218636843326;-0.148801414583;-0.0305556365985	0.8546447366;0.214390474677;0.000419732339274	0.429;0.247;0.323	0.643;0.101;0.256	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr8	-	145000052-145000952;144996563-145000952;145000951-145000952	144989321-144996563;144996672-145000052;145000053-145000951;145000952-145001050	;;;	;;;	(145000053, 145000951)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/109_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PLEC
PLEC	ENSG00000178209	ENSG00000178209:145011333-145011410:source	0.291391802959;6.81959523522e-07;-0.291039081133	0.999999506847;6.02332414015e-18;0.999999996732	0.691;0.025;0.309	0.975;0.025;0.025	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr8	-	145011410-145012319;145011410-145011917;145011410-145011411	145011333-145011410;145011411-145011831;145011832-145011952;145012319-145012408	;;;	;;;	(145011411, 145011831)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/109_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PLEC
CYP2R1	ENSG00000186104	ENSG00000186104:14901926-14902314:source	-0.229936488625;0.229936488625	0.85547699315;0.85547699315	0.326;0.674	0.101;0.899	t|1e1.1o1|i	False	False	False	1	2	1	chr11	-	14902314-14907322;14902314-14902315	14901926-14902314;14902315-14907321;14907322-14908880	;;	;;	(14902315, 14907321)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CYP2R1
MLH1	ENSG00000076242	ENSG00000076242:37070275-37070423:target	-0.0534924795721;-0.144045278468;0.23761024736	6.83923687397e-05;0.226375671023;0.914679628956	0.122;0.198;0.680	0.033;0.052;0.912	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr3	+	37053590-37070275;37061954-37070275;37067498-37070275	37053573-37053590;37061801-37061954;37067467-37067498;37070275-37070423	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/14_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MLH1
RAB12	ENSG00000206418	ENSG00000206418:8624936-8624996:source	-0.00153667938552;0.218544643804;-0.180870963732	3.15186810982e-09;0.852624940472;0.513519805452	0.089;0.706;0.201	0.079;0.919;0.025	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr18	+	8624996-8626821;8624996-8633187;8624996-8624997	8624936-8624996;8624997-8626820;8626821-8626831;8632857-8633325	;;;	;;;	(8624997, 8626820)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/123_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RAB12
IWS1	ENSG00000163166	ENSG00000163166:128281252-128281367:source	1.98590948539e-05;-0.129451348418;-0.0537336878142;0.226697857578	1.04313326284e-13;0.0164291934555;5.40250277691e-08;0.920718428428	0.025;0.153;0.089;0.747	0.025;0.025;0.025;0.967	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	True	False	True	4	3	0	chr2	-	128281367-128284212;128281367-128283987;128281367-128283959;128281367-128283751	128281252-128281367;128283751-128284065;128283751-128284065;128283751-128284065;128284212-128284462	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/91_T4_N_T4_17.deltapsi_quantify_deltapsi.html#IWS1
IWS1	ENSG00000163166	ENSG00000163166:128283751-128284065:target	-0.0993346590945;-0.0452446018778;-0.0445590145902;0.258675489522;0.000256996782657	0.000141960665389;1.97548006065e-11;8.54122888315e-12;0.967302613439;3.2044648443e-08	0.128;0.078;0.078;0.638;0.078	0.025;0.025;0.025;0.890;0.080	s|1e1.1o1|1e2.1o1|2e1.1o1|3e1.1o1|3e2.1o1	True	True	True	5	3	0	chr2	-	128281367-128283987;128263328-128283987;128281367-128283959;128281367-128283751;128263328-128283751	128262574-128263328;128262574-128263328;128281252-128281367;128281252-128281367;128281252-128281367;128283751-128284065	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/91_T4_N_T4_17.deltapsi_quantify_deltapsi.html#IWS1
CES2	ENSG00000172831	ENSG00000172831:66974340-66974437:target	0.230845524842;-0.230845524842	0.965733486645;0.965733486645	0.750;0.250	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	66974258-66974340;66974339-66974340	66974125-66974258;66974259-66974339;66974340-66974437	;;	;;	(66974259, 66974339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/104_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CES2
SNF8	ENSG00000159210	ENSG00000159210:47022043-47022479:target	-0.434618957084;0.434618957084	0.999999999994;0.999999999994	0.975;0.025	0.551;0.449	s|1e1.2o2|i	False	False	False	1	2	1	chr17	-	47021337-47022043;47022042-47022043	47021287-47021501;47021502-47022042;47022043-47022479	;;	;;	(47021502, 47022042)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/87_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SNF8
DOCK10	ENSG00000135905	ENSG00000135905:225670843-225670954:target	0.235077271136;-1.66022394944e-06;-0.210764037234	0.896751636078;6.02438295169e-18;0.773501845159	0.540;0.025;0.435	0.770;0.025;0.229	s|1e1.1o3|1e1.2o3|1e1.3o3	False	True	False	3	2	1	chr2	-	225670246-225670843;225670231-225670843;225670219-225670843	225670125-225670246;225670125-225670246;225670125-225670246;225670843-225670954	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DOCK10
ZNF316	ENSG00000205903	ENSG00000205903:6682013-6682395:target	-0.246983075483;0.246983075483	0.945108655165;0.945108655165	0.507;0.493	0.266;0.734	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr7	+	6681593-6682013;6682012-6682013	6681456-6681593;6681594-6682012;6682013-6682395	;;	;;	(6681594, 6682012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/123_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZNF316
ZNF316	ENSG00000205903	ENSG00000205903:6681456-6681593:source	-0.202745017646;0.202745017646	0.694321978747;0.694321978747	0.546;0.454	0.347;0.653	s|1e1.1o2|i	False	False	False	1	2	1	chr7	+	6681593-6682013;6681593-6681594	6681456-6681593;6681594-6682012;6682013-6682395	;;	;;	(6681594, 6682012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/123_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZNF316
GNPTAB	ENSG00000111670	ENSG00000111670:102150720-102151088:target	-0.0556696443406;-0.00190633741554;-1.33129109039e-05;-0.0853843955004;0.247075983733	1.70812406151e-05;1.77126111336e-15;9.09189839012e-18;1.613013208e-05;0.960346255524	0.130;0.039;0.025;0.126;0.674	0.046;0.025;0.025;0.028;0.915	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|2e0	True	True	True	5	5	1	chr12	-	102150344-102150990;102148606-102150990;102148563-102150990;102147863-102150990;102147317-102150990	102147150-102147317;102147802-102147863;102148542-102148606;102148542-102148606;102149993-102150344;102150720-102151088	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/39_T4_N_T4_17.deltapsi_quantify_deltapsi.html#GNPTAB
GNPTAB	ENSG00000111670	ENSG00000111670:102147150-102147317:source	0.234606025639;5.00737941786e-05;-0.0273702820751;-0.172483022115	0.907828086361;2.36045020835e-14;3.34201968342e-05;0.428002610278	0.645;0.025;0.144;0.199	0.874;0.026;0.077;0.031	t|1e1.1o2|1e2.1o2|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr12	-	102147317-102150990;102147317-102150198;102147317-102148542;102147317-102147802	102147150-102147317;102147802-102147863;102148542-102148606;102149993-102150344;102150720-102151088	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/39_T4_N_T4_17.deltapsi_quantify_deltapsi.html#GNPTAB
