#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
THAP9-AS1	ENSG00000251022	ENSG00000251022:83820698-83820890:target	0.34988958241;1.75322429959e-06;-0.338146869853	0.999999976252;4.07901648588e-18;0.999999999629	0.634;0.025;0.355	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|2e0|3e0|i	True	False	True	2	3	1	chr4	-	83819215-83820866;83816927-83820866;83820697-83820698	83816844-83816927;83818916-83819215;83819216-83820697;83820698-83820890	;;;	;;;	(83819216, 83820697)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/142_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#THAP9-AS1
THAP9-AS1	ENSG00000251022	ENSG00000251022:83818916-83819215:source	0.171357548152;0.118967403787;-0.282243746705	0.440762987186;0.151858695772;0.999999483721	0.189;0.510;0.300	0.357;0.643;0.025	t|1e1.1o2|1e2.1o3|i	False	False	True	2	3	1	chr4	-	83819215-83821230;83819215-83820866;83819215-83819216	83818916-83819215;83819216-83820697;83820698-83820890;83820976-83821376	;;;	;;;	(83819216, 83820697)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/142_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#THAP9-AS1
THAP9-AS1	ENSG00000251022	ENSG00000251022:83818916-83819215:target	0.209444517637;-0.209444517637	0.731946585046;0.731946585046	0.147;0.853	0.352;0.648	s|1e1.1o1|2e0|3e0|4e0|5e0|i	True	False	False	1	2	1	chr4	-	83816927-83819142;83818915-83818916	83816844-83816927;83816928-83818915;83818916-83819215	;;	;;	(83816928, 83818915)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/142_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#THAP9-AS1
TMEM86B	ENSG00000180089	ENSG00000180089:55739559-55739805:target	0.328010697475;-0.328010697475	0.999975509794;0.999975509794	0.655;0.345	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	55738931-55739559;55739558-55739559	55738007-55738931;55738932-55739558;55739559-55739805	;;	;;	(55738932, 55739558)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/117_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM86B
TMEM86B	ENSG00000180089	ENSG00000180089:55738007-55738931:source	0.398458808972;-0.398458808972	0.999999999716;0.999999999716	0.586;0.414	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	55738931-55739559;55738931-55738932	55738007-55738931;55738932-55739558;55739559-55739805	;;	;;	(55738932, 55739558)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/117_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM86B
ABLIM1	ENSG00000099204	ENSG00000099204:116207639-116207785:source	0.380382301466;0.000364326285052;-0.0283283052943;-0.293955568608	0.999999999336;4.85430642257e-18;0.00265451321259;1.0	0.126;0.025;0.537;0.312	0.497;0.033;0.463;0.025	t|1e1.2o2|1e2.1o1|2e1.2o2|i	True	True	True	3	3	1	chr10	-	116207785-116211383;116207785-116209900;116207779-116211383;116207785-116207786	116207639-116207785;116207786-116209837;116209900-116209910;116211383-116211430;116211383-116211430	;;;;	;;;;	(116207786, 116209837)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABLIM1
ABLIM1	ENSG00000099204	ENSG00000099204:116211383-116211430:target	-1.86179355248e-06;0.163013911812;-0.151567487729;2.06950099302e-12;7.89723769544e-16;0.157450293744;7.92697438243e-16;-0.104002205557	4.07923056559e-18;0.231143483015;0.138710398936;4.07526450857e-18;4.07526450414e-18;0.284296789761;4.07526450414e-18;2.4656900279e-13	0.025;0.078;0.370;0.025;0.025;0.352;0.025;0.126	0.025;0.237;0.222;0.025;0.025;0.506;0.025;0.025	s|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4|i	True	True	True	7	4	1	chr10	-	116209894-116211383;116207785-116211383;116207779-116211383;116205278-116211383;116205250-116211383;116205162-116211383;116205143-116211383;116211382-116211383	116205071-116205278;116205071-116205278;116205071-116205278;116205071-116205278;116207639-116207785;116207639-116207785;116209838-116209894;116209911-116211382;116211383-116211430	;;;;;;;;	;;;;;;;;	(116209911, 116211382)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABLIM1
RNPEPL1	ENSG00000142327	ENSG00000142327:241513192-241513308:source	0.25340701534;-0.00130596186744;-0.203927174631	0.999988212548;6.84918386414e-18;0.921063044421	0.728;0.044;0.224	0.975;0.025;0.025	s|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr2	+	241513308-241513530;241513308-241513932;241513308-241513309	241513192-241513308;241513309-241513529;241513530-241513765;241513932-241514045	;;;	;;;	(241513309, 241513529)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/79_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RNPEPL1
RNPEPL1	ENSG00000142327	ENSG00000142327:241513530-241513765:target	0.269185906274;-0.269185906274	0.999999984801;0.999999984801	0.713;0.287	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr2	+	241513308-241513530;241513529-241513530	241513192-241513308;241513309-241513529;241513530-241513765	;;	;;	(241513309, 241513529)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/79_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RNPEPL1
TMEM39A	ENSG00000176142	ENSG00000176142:119176865-119177087:source	0.475131420776;0.0330056015284;0.0741453311721;2.06817932601e-05;-0.648328896917	0.999999999494;0.00603899917488;0.0143049343364;2.64001871389e-16;1.0	0.169;0.113;0.041;0.025;0.657	0.633;0.199;0.147;0.026;0.025	t|1e1.1o1|1e2.1o1|2e1.1o1|3e1.1o1|i	True	True	True	4	3	1	chr3	-	119177087-119180809;119177087-119180515;119177031-119180809;119176930-119180809;119177087-119177088	119176865-119177087;119177088-119180514;119180515-119180543;119180809-119180995;119180809-119180995;119180809-119180995	;;;;;	;;;;;	(119177088, 119180514)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/113_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM39A
P2RX4	ENSG00000135124	ENSG00000135124:121666528-121666669:target	0.237968962669;-0.0251950696719;-0.174778563098	0.905286080885;9.23009321552e-09;0.467423685237	0.581;0.086;0.330	0.813;0.028;0.158	t|1e1.1o3|1e1.3o3|i	True	False	False	2	2	1	chr12	+	121666416-121666528;121666431-121666528;121666527-121666528	121666336-121666431;121666336-121666431;121666432-121666527;121666528-121666669	;;;	;;;	(121666432, 121666527)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/68_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#P2RX4
BCL3	ENSG00000069399	ENSG00000069399:45260274-45260478:target	0.352262939675;-0.352262939675	1.0;1.0	0.632;0.368	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	45259597-45260274;45260273-45260274	45259402-45259597;45259598-45260273;45260274-45260478	;;	;;	(45259598, 45260273)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/10_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#BCL3
CTC1	ENSG00000178971	ENSG00000178971:8139149-8139277:target	0.355426579193;-0.355426579193	0.999999884379;0.999999884379	0.628;0.372	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr17	-	8138603-8139149;8139148-8139149	8138371-8138684;8138685-8139148;8139149-8139277	;;	;;	(8138685, 8139148)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/116_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CTC1
CTC1	ENSG00000178971	ENSG00000178971:8138371-8138684:target	0.218723249193;-0.218723249193	0.988951765898;0.988951765898	0.762;0.238	0.975;0.025	s|1e1.1o3|i	False	False	False	1	2	1	chr17	-	8138244-8138371;8138370-8138371	8138067-8138244;8138245-8138370;8138371-8138684	;;	;;	(8138245, 8138370)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/116_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CTC1
CTC1	ENSG00000178971	ENSG00000178971:8138067-8138244:source	0.404533526337;-0.404533526337	1.0;1.0	0.581;0.419	0.975;0.025	t|1e1.1o1|2e0|3e0|i	False	True	False	1	2	1	chr17	-	8138244-8138371;8138244-8138245	8138067-8138244;8138245-8138370;8138371-8138684	;;	;;	(8138245, 8138370)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/116_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CTC1
JAK3	ENSG00000105639	ENSG00000105639:17941312-17941429:target	0.20603506614;-0.20603506614	0.942754531664;0.942754531664	0.774;0.226	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	17941027-17941312;17941311-17941312	17940597-17941027;17941028-17941311;17941312-17941429	;;	;;	(17941028, 17941311)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/31_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#JAK3
JAK3	ENSG00000105639	ENSG00000105639:17950233-17950472:target	0.0051004048312;2.19528531193e-07;1.32428345833e-08;0.241763156073;-0.244253067845	1.91620285016e-08;4.07573393432e-18;4.0752928213e-18;0.974899894795;0.999982968476	0.182;0.025;0.025;0.520;0.263	0.216;0.025;0.025;0.755;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e0|i	True	True	True	4	3	1	chr19	-	17950102-17950286;17950066-17950286;17950055-17950286;17949199-17950286;17950232-17950233	17949072-17949199;17949989-17950102;17949989-17950102;17949989-17950102;17950103-17950232;17950233-17950472	;;;;;	;;;;;	(17950103, 17950232)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/31_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#JAK3
ZMYM6	ENSG00000163867	ENSG00000163867:35477491-35477606:target	0.267974752872;-0.267974752872	0.99982816835;0.99982816835	0.714;0.286	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	35476637-35477491;35477490-35477491	35476359-35476637;35476638-35477490;35477491-35477606	;;	;;	(35476638, 35477490)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/98_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ZMYM6
PPM1K	ENSG00000163644	ENSG00000163644:89186153-89186287:source	0.0249301894109;0.272083523894;-0.0305044899772;-0.0004950944444;-0.0744090593881;-0.144697444756	9.9019617958e-07;0.980128045828;2.00108286693e-10;5.23379236305e-17;4.50158506181e-09;0.258759226499	0.028;0.342;0.085;0.036;0.105;0.385	0.091;0.607;0.027;0.027;0.025;0.234	t|1e1.3o3|1e2.2o2|1e3.1o2|1e3.2o2|1e4.1o1|i	True	False	True	5	5	1	chr4	-	89186287-89189893;89186287-89189342;89186287-89189029;89186287-89188769;89186287-89186365;89186287-89186288	89186153-89186287;89186288-89186364;89186365-89186375;89188769-89189122;89188769-89189122;89189342-89189486;89189893-89190058	;;;;;;	;;;;;;	(89186288, 89186364)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/98_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PPM1K
PPM1K	ENSG00000163644	ENSG00000163644:89189893-89190058:target	0.284864933035;-0.343801493787;0.0154308233825	0.98567979919;0.999791416976;5.48095736458e-06	0.374;0.584;0.034	0.652;0.249;0.098	s|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1	True	False	True	3	4	1	chr4	-	89189486-89189893;89189122-89189893;89186287-89189893	89186153-89186287;89188769-89189122;89189342-89189486;89189893-89190058	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/98_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PPM1K
KANSL3	ENSG00000114982	ENSG00000114982:97285409-97285499:source	0.532490552905;-0.00101886879716;-0.487434161101	1.0;5.7011593711e-11;1.0	0.410;0.087;0.500	0.929;0.070;0.025	t|1e0|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr2	-	97285499-97297049;97285499-97293659;97285499-97285500	97285409-97285499;97285500-97293658;97293659-97293720;97297049-97297280	;;;	;;;	(97285500, 97293658)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/45_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KANSL3
DDOST	ENSG00000244038	ENSG00000244038:20980120-20980267:source	0.210384333516;-0.210384333516	0.914947124566;0.914947124566	0.770;0.230	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	20980267-20980716;20980267-20980268	20980120-20980267;20980268-20980715;20980716-20980864	;;	;;	(20980268, 20980715)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/140_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DDOST
DDOST	ENSG00000244038	ENSG00000244038:20980716-20980864:target	0.230841677478;-0.0534572870329;-0.110391104425	0.91331053614;0.0065257043699;6.57161193129e-05	0.594;0.270;0.133	0.819;0.180;0.025	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr1	-	20980267-20980716;20979464-20980716;20980715-20980716	20979344-20979577;20980120-20980267;20980268-20980715;20980716-20980864	;;;	;;;	(20980268, 20980715)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/140_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DDOST
DDOST	ENSG00000244038	ENSG00000244038:20979344-20979577:source	-0.0543805036256;0.269080680752;-0.164313715529	3.45401773731e-05;0.999289318699;0.209490108843	0.179;0.632;0.185	0.105;0.895;0.025	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr1	-	20979464-20980716;20979464-20980120;20979577-20979578	20979344-20979577;20979578-20980119;20980120-20980267;20980716-20980864	;;;	;;;	(20979578, 20980119)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/140_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DDOST
BTD	ENSG00000169814	ENSG00000169814:15676931-15677195:target	-1.73579963981e-06;3.24911042204e-06;-0.206184316322;-0.00217876809993;0.263288840847;0.000602968261485;-1.79156500372e-06;-0.000442184785449	2.3548615794e-16;1.64206730286e-14;0.692847413382;7.1894099272e-09;0.906747092091;5.21628389799e-10;2.33779115766e-16;2.61953063795e-11	0.025;0.025;0.587;0.053;0.294;0.025;0.025;0.035	0.025;0.025;0.372;0.027;0.553;0.038;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1	False	False	True	8	9	1	chr3	+	15643154-15676931;15643277-15676931;15643401-15676931;15643817-15676931;15665405-15676931;15671627-15676931;15673002-15676931;15674373-15676931	15642848-15643154;15643249-15643277;15643278-15643401;15643476-15643817;15665395-15665405;15671509-15671627;15672934-15673002;15674098-15674373;15676931-15677195	;;;;;;;;	;;;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/107_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#BTD
WASH7P	ENSG00000226210	ENSG00000226210:88860-89018:source	0.000334724005713;0.3989459012;-0.398645191525	6.85052882415e-16;0.999999999955;1.0	0.025;0.577;0.414	0.033;0.966;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr12	+	89018-89315;89018-89675;89018-89019	88860-89018;89019-89314;89315-89827;89315-89827	;;;	;;;	(89019, 89314)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/138_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#WASH7P
CACTIN	ENSG00000105298	ENSG00000105298:3611566-3612411:source	0.364164413287;-0.364164413287	0.999999999994;0.999999999994	0.620;0.380	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr19	-	3612411-3613056;3612411-3612412	3611566-3612411;3612412-3613055;3613056-3613363	;;	;;	(3612412, 3613055)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/30_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CACTIN
SNX11	ENSG00000002919	ENSG00000002919:46189311-46189817:target	-0.0449102839459;2.1861929216e-09;1.07500102445e-05;0.200620328659;0.000380657076101;-0.0854244955826	0.0379359379595;4.07526918117e-18;1.41055090972e-16;0.672285399962;2.37709255236e-13;0.00107666354661	0.663;0.025;0.025;0.152;0.025;0.135	0.556;0.025;0.026;0.348;0.034;0.032	t|1e0|2e4.1o1|3e1.1o1|3e2.1o1|3e3.1o1|3e5.1o1|4e6.2o4	False	True	True	6	7	1	chr17	+	46187473-46189363;46180751-46189393;46184958-46189393;46185200-46189393;46188129-46189393;46189460-46189542	46180719-46180751;46184911-46184958;46184965-46185200;46187463-46187473;46188070-46188129;46189311-46189817	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SNX11
SNX11	ENSG00000002919	ENSG00000002919:46198567-46200436:target	-0.216733647096;0.423081642442;-0.18005238357	0.896450662957;0.999995712626;0.558556874949	0.236;0.331;0.432	0.025;0.744;0.246	t|1e2.1o1|2e1.4o4|3e2.1o1	True	True	True	3	3	1	chr17	+	46196745-46198567;46196548-46198597;46196745-46200354	46196321-46196548;46196661-46196745;46196661-46196745;46198567-46200436	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SNX11
SNX11	ENSG00000002919	ENSG00000002919:46196321-46196548:target	-0.0178720969622;0.655577789092;-0.580200524572	2.54509874311e-10;1.0;1.0	0.077;0.333;0.591	0.027;0.972;0.025	t|1e1.2o4|2e2.1o1|i	False	True	True	2	3	1	chr17	+	46189460-46196321;46196161-46196336;46196320-46196321	46189311-46189817;46196066-46196161;46196162-46196320;46196321-46196548	;;;	;;;	(46196162, 46196320)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SNX11
SNX11	ENSG00000002919	ENSG00000002919:46196066-46196161:source	0.518427971611;-0.518427971611	1.0;1.0	0.470;0.530	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr17	+	46196161-46196336;46196161-46196162	46196066-46196161;46196162-46196320;46196321-46196548	;;	;;	(46196162, 46196320)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SNX11
MAGED1	ENSG00000179222	ENSG00000179222:51546103-51546213:source	-0.0224645276478;-0.14392651969;0.250875911932	0.00965696231662;0.179473598365;0.890928193893	0.185;0.170;0.645	0.094;0.026;0.890	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chrX	+	51546213-51562448;51546213-51628078;51546213-51637365	51546103-51546213;51562448-51562504;51628078-51628151;51637365-51637445	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/116_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MAGED1
MAGED1	ENSG00000179222	ENSG00000179222:51637365-51637445:target	0.202364720435;-0.0215431315603;-0.0112458331448;-0.0101371301793;1.18385196177e-07	0.677559904339;0.000765191383742;0.000294156918501;0.00335156010839;2.18644860551e-16	0.479;0.125;0.130;0.266;0.025	0.689;0.045;0.066;0.196;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e4.1o1	True	True	True	5	5	1	chrX	+	51546213-51637365;51562504-51637365;51628151-51637365;51636851-51637365;51636851-51637372	51546103-51546213;51562448-51562504;51628078-51628151;51636629-51636851;51636629-51636851;51637365-51637445	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/116_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MAGED1
MFSD10	ENSG00000109736	ENSG00000109736:2933552-2933663:source	0.367566682134;-0.367566682134	1.0;1.0	0.617;0.383	0.975;0.025	t|1e0|1e1.2o2|2e0|i	False	True	False	1	2	1	chr4	-	2933663-2933772;2933663-2933664	2933552-2933663;2933664-2933771;2933772-2933880	;;	;;	(2933664, 2933771)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/37_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MFSD10
MFSD10	ENSG00000109736	ENSG00000109736:2933772-2933880:target	0.356145839204;-0.356145839204	0.999999999992;0.999999999992	0.628;0.372	0.975;0.025	s|1e0|2e1.1o2|i	True	False	False	1	2	1	chr4	-	2933663-2933772;2933771-2933772	2933552-2933663;2933664-2933771;2933772-2933880	;;	;;	(2933664, 2933771)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/37_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MFSD10
MFSD10	ENSG00000109736	ENSG00000109736:2935294-2935390:target	0.201593924444;0.0594911464642;-0.268746458185	0.724579817458;0.000726156095118;0.999757032513	0.619;0.092;0.287	0.816;0.184;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr4	-	2934936-2935294;2934904-2935294;2935293-2935294	2934833-2934936;2934833-2934936;2934937-2935293;2935294-2935390	;;;	;;;	(2934937, 2935293)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/37_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MFSD10
POLR3E	ENSG00000058600	ENSG00000058600:22342756-22343506:source	0.277583466252;-0.277583466252	0.999999870806;0.999999870806	0.704;0.296	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	22343506-22344965;22343506-22343507	22342756-22343506;22343507-22344964;22344965-22346424	;;	;;	(22343507, 22344964)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/8_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#POLR3E
POLR3E	ENSG00000058600	ENSG00000058600:22336740-22337599:source	-0.0668746239585;0.0148247453427;0.208349535236;-0.181179130928	0.00594698125104;0.00152173896941;0.796470795892;0.533997325646	0.209;0.367;0.120;0.306	0.113;0.436;0.323;0.129	s|1e1.1o1|1e2.2o2|1e3.1o1|i	False	False	True	3	4	1	chr16	+	22337599-22337992;22337599-22339831;22337599-22344965;22337599-22337600	22336740-22337599;22337600-22337991;22337992-22338022;22339640-22340412;22344965-22346424	;;;;	;;;;	(22337600, 22337991)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/8_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#POLR3E
POLR3E	ENSG00000058600	ENSG00000058600:22344965-22346424:target	0.157102467634;0.0304995614836;0.0992705499513;-0.298426709742	0.226797013008;9.40211476712e-14;0.0283638016927;0.999999999996	0.063;0.025;0.598;0.316	0.216;0.075;0.711;0.025	t|1e1.1o1|1e2.1o2|1e3.1o1|i	False	False	True	3	4	1	chr16	+	22337599-22344965;22339908-22344965;22343506-22344965;22344964-22344965	22336740-22337599;22339640-22340412;22342756-22343506;22343507-22344964;22344965-22346424	;;;;	;;;;	(22343507, 22344964)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/8_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#POLR3E
MEGF6	ENSG00000162591	ENSG00000162591:3415702-3415830:source	0.385097018086;-0.385097018086	0.999999999978;0.999999999978	0.600;0.400	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	3415830-3416152;3415830-3415831	3415702-3415830;3415831-3416151;3416152-3416280	;;	;;	(3415831, 3416151)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/96_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MEGF6
MEGF6	ENSG00000162591	ENSG00000162591:3422672-3422800:source	0.226531974444;-0.226531974444	0.988700341368;0.988700341368	0.754;0.246	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	3422800-3424359;3422800-3422801	3422672-3422800;3422801-3423579;3424359-3424487	;;	;;	(3422801, 3423579)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/96_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MEGF6
