#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TNPO2	ENSG00000105576	ENSG00000105576:12816306-12816413:source	0.278747680822;-0.278747680822	0.91386755823;0.91386755823	0.678;0.322	0.953;0.047	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	12816413-12816496;12816413-12816414	12816306-12816413;12816414-12816495;12816496-12816644	;;	;;	(12816414, 12816495)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TNPO2
ZNF780A	ENSG00000197782	ENSG00000197782:40589018-40589144:target	-0.276747846758;0.276747846758	0.820738063927;0.820738063927	0.360;0.640	0.057;0.943	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr19	-	40587824-40589018;40587821-40589018	40587726-40587824;40587726-40587824;40589018-40589144	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/31_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ZNF780A
MEF2BNB	ENSG00000254901	ENSG00000254901:19291495-19291570:target	0.241791748317;2.30151315748e-05;-0.25266102253	0.631779230281;3.42706879392e-06;0.658741432878	0.460;0.027;0.529	0.796;0.029;0.190	s|1e1.2o3|1e1.3o3|i	False	True	False	2	2	1	chr19	-	19288269-19291495;19287945-19291495;19291494-19291495	19287712-19288324;19287712-19288324;19291411-19291494;19291495-19291570	;;;	;;;	(19291411, 19291494)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/34_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MEF2BNB
TLE4	ENSG00000106829	ENSG00000106829:82242289-82242667:source	-4.74614541917e-06;-4.74614541917e-06;0.404948054918;-0.401475121112	5.10594616479e-08;5.10594616479e-08;0.981309302419;0.976737280376	0.026;0.026;0.083;0.905	0.025;0.025;0.481;0.510	s|1e0|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|2e0	True	True	True	4	4	0	chr9	+	82242363-82264396;82242363-82264735;82242363-82267505;82242363-82267508	82242289-82242667;82264396-82264639;82264735-82264773;82267505-82267544;82267505-82267544	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TLE4
TLE4	ENSG00000106829	ENSG00000106829:82267505-82267544:target	-0.00141293185741;0.397753688749;-1.63947212865e-06;-0.0001870085022;-0.274396547556	0.000163395768553;0.988016197964;1.11655996843e-08;2.27292793868e-06;0.783605641516	0.074;0.073;0.025;0.038;0.813	0.032;0.462;0.025;0.025;0.503	t|1e1.1o1|1e2.1o2|1e3.1o1|2e0|2e1.1o1|2e2.1o2	True	True	True	5	4	0	chr9	+	82227633-82267505;82242363-82267505;82264773-82267505;82227633-82267508;82242363-82267508	82227571-82227633;82227571-82227633;82242289-82242667;82242289-82242667;82264735-82264773;82267505-82267544	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TLE4
NIPBL	ENSG00000164190	ENSG00000164190:37063892-37064292:source	-0.242459331662;0.242459331662	0.746896740634;0.746896740634	0.970;0.030	0.707;0.293	s|1e0|1e1.1o1|2e1.1o1|3e0	True	True	False	2	2	0	chr5	+	37064080-37064629;37064121-37064629	37063892-37064292;37064629-37066515;37064629-37066515	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NIPBL
BRICD5	ENSG00000182685	ENSG00000182685:2259951-2260052:source	0.418050717445;-0.418050717445	0.961492441686;0.961492441686	0.452;0.548	0.870;0.130	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	2260052-2260127;2260052-2260053	2259951-2260052;2260053-2260126;2260127-2260282	;;	;;	(2260053, 2260126)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BRICD5
EIF2B4	ENSG00000115211	ENSG00000115211:27592281-27592416:target	-0.24101169779;0.24101169779	0.715968428558;0.715968428558	0.810;0.190	0.519;0.481	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr2	-	27592079-27592281;27592076-27592281	27591873-27592079;27591873-27592079;27592281-27592416	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/9_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EIF2B4
ENSG00000214982	ENSG00000214982	ENSG00000214982:51632846-51633029:source	-0.272685794237;0.272685794237	0.751280307999;0.751280307999	0.714;0.286	0.390;0.610	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr10	+	51633029-51642387;51633029-51642637	51632846-51633029;51642387-51642507;51642635-51642720	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ENSG00000214982
MYSM1	ENSG00000162601	ENSG00000162601:59133519-59133593:source	-0.2546698046;0.2546698046	0.78885048073;0.78885048073	0.966;0.034	0.685;0.315	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	59133593-59134304;59133593-59134102	59133519-59133593;59134102-59134238;59134304-59134354	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MYSM1
FOXN3	ENSG00000053254	ENSG00000053254:89878541-89878836:source	-0.0577803494983;0.286138265477;-0.0434638798971	0.0902207901605;0.840580859083;0.114761354131	0.160;0.621;0.219	0.028;0.932;0.057	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr14	-	89878834-90085372;89878834-89952913;89878834-89883215	89878541-89878836;89883215-89883456;89952913-89953015;90085372-90085493	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FOXN3
PCGF3	ENSG00000185619	ENSG00000185619:727461-727578:source	-0.030461302574;-1.03920343934e-06;-0.0135693464489;0.211052965426	0.0830325009851;8.6844609625e-10;0.0315705258518;0.649449144237	0.382;0.025;0.369;0.244	0.232;0.025;0.252;0.512	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr4	+	727578-727673;727578-728579;727578-728720;727578-727579	727461-727578;727579-727672;727673-728268;728579-728631;728720-728816	;;;;	;;;;	(727579, 727672)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PCGF3
DPAGT1	ENSG00000172269	ENSG00000172269:118968670-118968753:source	0.269194848816;-0.269194848816	0.925890328189;0.925890328189	0.711;0.289	0.974;0.026	t|1e1.1o2|i	False	False	False	1	2	1	chr11	-	118968753-118969113;118968753-118968754	118968670-118968753;118968754-118968783;118968784-118969197	;;	;;	(118968754, 118968783)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DPAGT1
CENPL	ENSG00000120334	ENSG00000120334:173772101-173772643:source	0.324867146636;4.76153463427e-05;-0.335036937327	0.923834982075;8.54094736139e-06;0.961766626439	0.630;0.026;0.362	0.961;0.030;0.030	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr1	-	173772643-173776405;173772643-173775597;173772643-173775577	173772101-173772643;173775577-173775718;173775577-173775718;173776405-173776656	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CENPL
UBP1	ENSG00000153560	ENSG00000153560:33450728-33450838:target	0.212805700568;-0.212805700568	0.691916944603;0.691916944603	0.282;0.718	0.525;0.475	s|1e0|2e1.1o2|2e2.1o1	True	False	True	2	3	0	chr3	-	33450289-33450728;33444396-33450728	33444293-33444396;33450182-33450289;33450728-33450838	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/19_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#UBP1
GTSE1	ENSG00000075218	ENSG00000075218:46693277-46693376:source	-0.252797750117;0.252797750117	0.753826038594;0.753826038594	0.749;0.251	0.459;0.541	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr22	+	46693376-46704047;46693376-46704216	46693277-46693376;46704047-46704104;46704216-46704840	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GTSE1
RACGAP1	ENSG00000161800	ENSG00000161800:50419111-50419340:target	3.69675215467e-06;-0.000275237844005;0.414988293313;-0.000181461408715;-1.57437330934e-05;3.69675215467e-06;3.69675215467e-06;-0.00290678430597;3.69675215467e-06;-0.305209520247;0.00123103219419;3.69675215467e-06	3.75750324195e-08;1.62682680561e-07;0.98023838246;8.32272127957e-08;3.80945993111e-08;3.75750324195e-08;3.75750324195e-08;0.00107589945714;3.75750324195e-08;0.918467051019;0.000360568917283;3.75750324195e-08	0.025;0.041;0.331;0.037;0.027;0.025;0.025;0.139;0.025;0.390;0.041;0.025	0.025;0.025;0.739;0.025;0.025;0.025;0.025;0.080;0.025;0.080;0.081;0.025	s|1e1.1o1|1e2.1o1|1e3.3o4|1e3.4o4|1e4.1o1|1e5.1o1|2e1.1o1|2e3.3o4|2e3.4o4|3e3.3o4|3e3.4o4|3e4.1o1	True	True	True	12	6	1	chr12	-	50414960-50419181;50412372-50419181;50410502-50419181;50410498-50419181;50400419-50419181;50396083-50419181;50414960-50419156;50410502-50419156;50410498-50419156;50410502-50419111;50410498-50419111;50400419-50419111	50396030-50396083;50400217-50400419;50400217-50400419;50410414-50410505;50410414-50410505;50410414-50410505;50410414-50410505;50410414-50410505;50410414-50410505;50412299-50412372;50414793-50414960;50414793-50414960;50419111-50419340	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RACGAP1
RACGAP1	ENSG00000161800	ENSG00000161800:50410414-50410505:source	2.89794275193e-06;2.89794275193e-06;0.422056370164;-0.00217394790605;-0.245964406623;2.89794275193e-06;2.89794275193e-06;-0.0151983566602;2.89794275193e-06;-0.000120552804376;2.89794275193e-06;0.00124980116108;2.89794275193e-06;-1.36451087705e-05	2.22209835215e-08;2.22209835215e-08;0.987232681812;0.000436059746388;0.801667627292;2.22209835215e-08;2.22209835215e-08;0.00690544029559;2.22209835215e-08;2.8941757322e-08;2.22209835215e-08;0.000294667858746;2.22209835215e-08;2.23653013982e-08	0.025;0.025;0.300;0.127;0.346;0.025;0.025;0.136;0.025;0.033;0.025;0.037;0.025;0.026	0.025;0.025;0.714;0.077;0.078;0.025;0.025;0.039;0.025;0.025;0.025;0.078;0.025;0.025	t|1e3.2o2|2e0|3e0|3e1.1o1|3e2.1o3|3e2.2o3|3e2.3o3|3e3.1o2|3e4.1o1|3e5.1o1|3e6.1o1|4e2.1o3|4e2.2o3|4e2.3o3|4e3.1o2|4e5.1o1	True	True	True	14	7	1	chr12	-	50410505-50414793;50410502-50425480;50410502-50419181;50410502-50419156;50410502-50419111;50410502-50414845;50410502-50413527;50410502-50412299;50410502-50410723;50410498-50419181;50410498-50419156;50410498-50419111;50410498-50414845;50410498-50412299	50410414-50410505;50410723-50410867;50412299-50412372;50412299-50412372;50413527-50413589;50414793-50414960;50414793-50414960;50414793-50414960;50419111-50419340;50419111-50419340;50419111-50419340;50419111-50419340;50419111-50419340;50419111-50419340;50425480-50425650	;;;;;;;;;;;;;;	;;;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RACGAP1
TSC1	ENSG00000165699	ENSG00000165699:135786389-135786500:source	0.323291240348;-0.323291240348	0.788104714259;0.788104714259	0.429;0.571	0.807;0.193	t|1e1.1o2|i	False	False	False	1	2	1	chr9	-	135786500-135786840;135786500-135786501	135786389-135786500;135786501-135786595;135786596-135786955	;;	;;	(135786501, 135786595)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/23_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TSC1
DDX51	ENSG00000185163	ENSG00000185163:132625648-132625965:target	-0.539853140009;0.0125049094694;0.412805783134	0.99894994949;0.0259559204286;0.992447142715	0.859;0.097;0.047	0.332;0.217;0.450	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr12	-	132625565-132625820;132625565-132625648;132625647-132625648	132625376-132625565;132625376-132625565;132625566-132625647;132625648-132625965	;;;	;;;	(132625566, 132625647)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DDX51
ATXN7	ENSG00000163635	ENSG00000163635:63965591-63966339:target	0.400170177493;-0.407533071707;2.17632276031e-05	0.930075037678;0.942241402599;3.14741267543e-06	0.457;0.533;0.027	0.868;0.119;0.029	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	+	63938159-63965591;63953651-63965591;63954138-63965591	63938055-63938159;63953420-63953651;63954045-63954138;63965591-63966339	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATXN7
NFKBIB	ENSG00000104825	ENSG00000104825:39399371-39399533:target	-0.321081584356;0.321081584356	0.914344750298;0.914344750298	0.706;0.294	0.381;0.619	t|1e1.2o3|i	False	False	False	1	2	1	chr19	+	39398299-39399371;39399370-39399371	39398039-39399178;39399179-39399370;39399371-39399533	;;	;;	(39399179, 39399370)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/6_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NFKBIB
BRE	ENSG00000158019	ENSG00000158019:28521205-28521358:source	-0.122210300349;0.220762590391;-0.00275084677001;-9.20748263431e-06	0.246573228785;0.741399260605;0.00341507662571;7.36842340739e-10	0.184;0.036;0.765;0.026	0.031;0.260;0.711;0.025	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	4	4	1	chr2	+	28521358-28532949;28521358-28550141;28521358-28561317;28521358-28561345	28521205-28521358;28532949-28533020;28550141-28550314;28561317-28561768;28561317-28561768	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/20_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BRE
COA1	ENSG00000106603	ENSG00000106603:43687516-43689895:source	0.540425366925;-8.91607628297e-05;-0.000795499658196;-2.40898502161e-07;-2.40898502161e-07;0.000250957176018;-0.454892199299;0.0010172501588;-0.00257578818943;-0.000339091651546	0.999968397875;1.07073768122e-07;6.41963923193e-05;1.26509247317e-10;1.26509247317e-10;6.94523340511e-07;0.997619100699;0.000209306236147;0.000161492197137;1.986427867e-06	0.090;0.031;0.079;0.025;0.025;0.029;0.569;0.086;0.080;0.045	0.617;0.025;0.054;0.025;0.025;0.042;0.126;0.117;0.029;0.028	t|1e0|2e5.2o3|2e6.1o1|3e0|4e1.1o1|4e2.1o1|4e3.1o1|4e4.1o1|4e5.1o3|4e5.3o3|4e7.1o4|i	True	True	True	9	8	1	chr7	-	43689698-43690157;43689698-43689964;43688251-43769028;43688251-43750999;43688251-43705257;43688251-43695632;43688251-43690211;43688251-43690092;43688251-43688338;43689895-43689896	43687516-43689895;43689896-43689963;43689964-43690010;43690092-43690311;43690092-43690311;43690092-43690311;43695632-43695752;43705257-43705321;43750999-43751048;43769028-43769316	;;;;;;;;;	;;;;;;;;;	(43689896, 43689963)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COA1
COA1	ENSG00000106603	ENSG00000106603:43690092-43690311:target	-0.569364024149;-0.000141101641259;0.547289548142;0.000576691470225;0.000534726595226	0.999948035353;1.67061596752e-06;0.99994964501;0.000249795458259;3.32084345191e-05	0.689;0.037;0.111;0.109;0.056	0.134;0.029;0.645;0.126;0.074	s|1e2.4o4|2e1.1o1|2e2.2o4|3e2.4o4|i	True	True	True	4	3	1	chr7	-	43688251-43690211;43690010-43690157;43689698-43690157;43688251-43690092;43690091-43690092	43687516-43689895;43687516-43689895;43687516-43689895;43689964-43690010;43690011-43690091;43690092-43690311	;;;;;	;;;;;	(43690011, 43690091)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COA1
ALG2	ENSG00000119523	ENSG00000119523:101978708-101981118:source	0.263156290124;-0.263156290124	0.806947965558;0.806947965558	0.663;0.337	0.949;0.051	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	101981118-101983829;101981118-101983261	101978708-101981118;101983261-101983419;101983829-101984238	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ALG2
PNKP	ENSG00000039650	ENSG00000039650:50364865-50364955:source	0.000285930900571;-0.285769763654;0.232682008534	1.55747617784e-05;0.796317156653;0.683946051815	0.028;0.896;0.093	0.045;0.571;0.387	t|1e0|2e1.1o1|2e2.2o2|i	False	True	True	2	3	1	chr19	-	50364952-50365301;50364952-50365029;50364955-50364956	50364865-50364955;50364956-50365028;50365029-50365153;50365301-50365362	;;;	;;;	(50364956, 50365028)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PNKP
SDF4	ENSG00000078808	ENSG00000078808:1166887-1167411:target	0.241739668035;-0.241739668035	0.823081875451;0.823081875451	0.657;0.343	0.901;0.099	s|1e1.1o2|2e1.1o2	True	True	False	2	2	1	chr1	-	1164326-1167272;1164326-1166887	1163848-1164326;1163848-1164326;1166887-1167411	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/3_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SDF4
SRSF7	ENSG00000115875	ENSG00000115875:38976040-38976488:target	-0.140860279269;-0.0193466825021;0.30300500563	0.44358205012;0.0380963769923;0.906903226745	0.284;0.290;0.426	0.094;0.173;0.733	s|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr2	-	38975795-38976382;38975795-38976040;38976039-38976040	38975721-38975795;38975721-38975795;38975796-38976039;38976040-38976488	;;;	;;;	(38975796, 38976039)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/9_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SRSF7
ZFP90	ENSG00000184939	ENSG00000184939:68591901-68592075:source	0.270396209634;-0.270396209634	0.787827983955;0.787827983955	0.089;0.911	0.393;0.607	s|1e0|2e0|3e0|4e1.1o2|4e1.2o2|5e0	True	True	False	2	2	0	chr16	+	68592027-68592278;68592027-68592376	68591901-68592075;68592278-68592471;68592278-68592471	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ZFP90
NEURL4	ENSG00000215041	ENSG00000215041:7221384-7221491:source	-0.241620672345;0.241620672345	0.666680788752;0.666680788752	0.849;0.151	0.530;0.470	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	7221491-7221588;7221491-7221492	7221384-7221491;7221492-7221587;7221588-7221675	;;	;;	(7221492, 7221587)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NEURL4
PSMC6	ENSG00000100519	ENSG00000100519:53190683-53190754:target	7.52897222338e-08;6.84136047813e-06;-0.240577436151;0.000328857571341;0.204020036432	3.63476227609e-14;6.40347469294e-12;0.842707192752;3.81148333626e-08;0.68312198414	0.025;0.025;0.913;0.028;0.059	0.025;0.026;0.675;0.044;0.265	t|1e1.3o3|1e2.2o2|1e3.1o1|1e4.1o1|i	False	False	True	4	5	1	chr14	+	53185070-53190683;53185756-53190683;53187908-53190683;53190592-53190683;53190682-53190683	53184947-53185070;53185225-53185756;53187828-53187908;53188218-53190592;53190593-53190682;53190683-53190754	;;;;;	;;;;;	(53190593, 53190682)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/5_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PSMC6
DNM1L	ENSG00000087470	ENSG00000087470:32891198-32891230:target	-0.15008743324;-0.000730270080593;0.255233656336	0.447677224183;1.73011719139e-05;0.748423355409	0.804;0.056;0.139	0.561;0.026;0.431	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr12	+	32890095-32891198;32890876-32891198;32891197-32891198	32890039-32890240;32890799-32890876;32891106-32891197;32891198-32891230	;;;	;;;	(32891106, 32891197)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DNM1L
ING5	ENSG00000168395	ENSG00000168395:242651393-242651795:source	-0.208809678076;0.208809678076	0.645639128503;0.645639128503	0.330;0.670	0.060;0.940	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr2	+	242651486-242658898;242651486-242662354	242651393-242651795;242658898-242659334;242662354-242662489	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/24_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ING5
NPM1	ENSG00000181163	ENSG00000181163:170827157-170827214:source	-0.256484269935;0.256484269935	0.752800954058;0.752800954058	0.378;0.622	0.073;0.927	s|1e0|2e1.2o2|2e2.1o1	True	False	True	2	3	0	chr5	+	170827214-170827843;170827214-170832306	170827157-170827214;170827790-170827929;170832306-170832736	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NPM1
CRBN	ENSG00000113851	ENSG00000113851:3214401-3214609:target	-0.158263021887;0.239856398081;-0.00233030612026	0.5150822298;0.80563032123;6.88619454348e-06	0.294;0.635;0.071	0.099;0.884;0.027	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr3	-	3214330-3214460;3209477-3214460;3214400-3214401	3209114-3209477;3213860-3214330;3214331-3214400;3214401-3214609	;;;	;;;	(3214331, 3214400)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/9_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CRBN
SAE1	ENSG00000142230	ENSG00000142230:47700490-47700634:target	-2.96996412201e-11;-0.368005096299;-1.04801533179e-07;0.219348273887;0.0877668734069;1.1889400099e-06;8.75815937171e-07	1.69548265696e-18;0.999887602709;2.27559464754e-18;0.813797765189;0.000809861017519;1.6986119403e-18;1.69778782481e-18	0.025;0.963;0.025;0.026;0.025;0.025;0.025	0.025;0.605;0.025;0.240;0.115;0.025;0.025	t|1e1.2o2|1e2.3o3|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	False	False	True	7	8	1	chr19	+	47658470-47700490;47673180-47700490;47683560-47700490;47693809-47700490;47693876-47700490;47693933-47700490;47694173-47700490	47658371-47658470;47673075-47673180;47683403-47683560;47693799-47693809;47693866-47693876;47693923-47693933;47694163-47694173;47700490-47700634	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/17_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SAE1
C17orf70	ENSG00000185504	ENSG00000185504:79517274-79518229:source	1.92310254077e-05;1.92310254077e-05;-0.221678834493;0.203363066932	2.47156228326e-06;2.47156228326e-06;0.586156630741;0.540524858932	0.026;0.026;0.539;0.447	0.028;0.028;0.209;0.771	t|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	0	chr17	-	79518229-79520471;79518229-79520100;79518229-79518954;79518229-79518758	79517274-79518229;79518758-79519078;79518758-79519078;79520100-79520183;79520471-79520987	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C17orf70
