#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th2_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HAPLN3	ENSG00000140511	ENSG00000140511:89422642-89423841:source	0.21503021152;-0.00552743049127;-2.45163195862e-05;-0.0344588260711	0.645299733846;0.00766777404885;4.01257842124e-06;0.0995651537016	0.064;0.131;0.028;0.795	0.348;0.042;0.026;0.606	t|1e1.1o2|2e1.1o2|3e1.1o2|i	True	True	False	3	2	1	chr15	-	89423841-89424588;89422699-89424588;89422683-89424588;89423841-89423842	89422642-89423841;89423842-89424375;89424376-89424956;89424376-89424956;89424376-89424956	;;;;	;;;;	(89423842, 89424375)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HAPLN3
SETD2	ENSG00000181555	ENSG00000181555:47125210-47125872:target	0.224063787044;-0.224063787044	0.59991247241;0.59991247241	0.311;0.689	0.631;0.369	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	47122573-47125210;47108608-47125210	47108560-47108608;47122291-47122573;47125210-47125872	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/20_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SETD2
HEXDC	ENSG00000169660	ENSG00000169660:80399029-80399142:target	-3.71972840701e-06;-3.71972840701e-06;-0.467211226694;0.470775446382	3.59476102335e-09;3.59476102335e-09;0.998903321586;0.999086428021	0.025;0.025;0.789;0.201	0.025;0.025;0.333;0.660	t|1e1.1o2|2e1.1o2|2e1.2o2|i	True	True	False	3	2	1	chr17	+	80398946-80399029;80398946-80399041;80398951-80399041;80399028-80399029	80398873-80398951;80398873-80398951;80398873-80398951;80398952-80399028;80399029-80399142	;;;;	;;;;	(80398952, 80399028)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HEXDC
PHF1	ENSG00000112511	ENSG00000112511:33382502-33382606:source	0.372384402352;-0.372384402352	0.947110556485;0.947110556485	0.525;0.475	0.900;0.100	s|1e1.1o3|1e1.2o3	False	True	False	2	2	0	chr6	+	33382606-33382732;33382606-33382743	33382502-33382606;33382732-33382921;33382732-33382921	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PHF1
MCM3AP	ENSG00000160294	ENSG00000160294:47703982-47705308:source	-0.00121318253347;6.53219101798e-06;-0.189648561124;0.31196407482	0.000131204953635;2.37948226211e-07;0.535313079565;0.806786346449	0.069;0.026;0.551;0.374	0.026;0.026;0.258;0.728	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|2e0	True	True	True	4	3	1	chr21	-	47705308-47706065;47705308-47705760;47705308-47705717;47705308-47705613	47703982-47705308;47705613-47705811;47705613-47705811;47705613-47705811;47706065-47706211	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MCM3AP
PHF2	ENSG00000197724	ENSG00000197724:96428272-96428342:source	0.280948134565;-0.280948134565	0.941729642985;0.941729642985	0.698;0.302	0.973;0.027	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr9	+	96428342-96429359;96428342-96429362	96428272-96428342;96429359-96429522;96429359-96429522	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PHF2
FAM160A2	ENSG00000051009	ENSG00000051009:6239788-6239993:target	0.276498172357;-0.276498172357	0.745365005505;0.745365005505	0.135;0.865	0.471;0.529	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr11	-	6239380-6239830;6239380-6239788	6237800-6239380;6237800-6239380;6239788-6239993	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FAM160A2
SLX1A-SULT1A3	ENSG00000213599	ENSG00000213599:30206061-30206112:source	0.202550811675;0.00184808654015;-0.292316069178	0.600791754252;0.000275827659242;0.802869155941	0.208;0.046;0.748	0.490;0.092;0.418	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr16	+	30206112-30206207;30206112-30208295;30206112-30206113	30206061-30206112;30206113-30206206;30206207-30206548;30207111-30208422	;;;	;;;	(30206113, 30206206)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SLX1A-SULT1A3
HEG1	ENSG00000173706	ENSG00000173706:124738106-124738441:target	0.226507045077;-0.226507045077	0.688837353115;0.688837353115	0.685;0.315	0.963;0.037	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	124733856-124738106;124732834-124738106	124731467-124732834;124733557-124733856;124738106-124738441	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/20_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HEG1
CNDP2	ENSG00000133313	ENSG00000133313:72166823-72167268:target	0.235405077383;-1.8099891866e-06;-1.8099891866e-06;-0.00210132779543;-1.8099891866e-06;-0.0921823579713;-1.8099891866e-06	0.659933538595;1.03943121353e-07;1.03943121353e-07;0.000648039495386;1.03943121353e-07;0.276272052267;1.03943121353e-07	0.525;0.026;0.026;0.083;0.026;0.376;0.026	0.832;0.025;0.025;0.025;0.025;0.151;0.025	t|1e0|2e0|3e2.1o1|3e3.1o3|3e4.1o1|3e5.1o1|4e0|5e1.1o1|5e2.1o1|5e3.1o3	True	True	True	7	6	0	chr18	+	72163666-72167117;72164830-72167117;72166610-72167117;72166717-72167117;72163158-72167172;72163666-72167172;72164830-72167172	72163051-72163158;72163443-72163666;72163443-72163666;72164744-72165259;72164744-72165259;72166577-72166610;72166656-72166717;72166823-72167268	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CNDP2
PCNT	ENSG00000160299	ENSG00000160299:47817928-47818044:source	0.250612333651;-0.250612333651	0.703223605094;0.703223605094	0.529;0.471	0.845;0.155	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr21	+	47818044-47818149;47818044-47818152	47817928-47818044;47818149-47818169;47818149-47818169	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PCNT
MMP25-AS1	ENSG00000261971	ENSG00000261971:3108457-3108703:target	0.684766475925;-0.684766475925	0.999956873157;0.999956873157	0.188;0.812	0.856;0.144	s|1e1.2o2|1e2.3o3|2e0	True	False	True	2	3	0	chr16	-	3108018-3108541;3105946-3108541	3105737-3106233;3107514-3108448;3108457-3108703	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MMP25-AS1
MMP25-AS1	ENSG00000261971	ENSG00000261971:3105737-3106233:source	-7.11377755778e-05;-0.457518265766;0.476055335058	6.47735344431e-06;0.981961443334;0.986708826665	0.034;0.582;0.387	0.030;0.131;0.855	t|1e0|2e0|3e1.1o1|3e2.1o2|3e3.2o2	False	True	True	3	4	0	chr16	-	3105946-3108997;3105946-3108541;3105946-3107051	3105737-3106233;3107051-3107214;3108457-3108703;3108997-3109371	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MMP25-AS1
TRIM65	ENSG00000141569	ENSG00000141569:73888348-73888620:source	-0.000122999781725;-0.338315716007;0.355570501738	5.74506068146e-06;0.936569709435;0.970184243203	0.040;0.885;0.077	0.032;0.545;0.427	t|1e1.1o2|2e1.1o2|3e0|i	True	True	False	2	2	1	chr17	-	73888620-73888836;73888581-73888836;73888620-73888621	73888348-73888620;73888621-73888663;73888664-73888931;73888664-73888931	;;;	;;;	(73888621, 73888663)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TRIM65
TARDBP	ENSG00000120948	ENSG00000120948:11085167-11085548:target	0.202684154383;-0.202684154383	0.693480550029;0.693480550029	0.047;0.953	0.271;0.729	t|1e1.1o2|i	False	False	False	1	2	1	chr1	+	11084392-11085167;11085166-11085167	11084284-11085076;11085077-11085166;11085167-11085548	;;	;;	(11085077, 11085166)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TARDBP
TARDBP	ENSG00000120948	ENSG00000120948:11084284-11085076:source	0.461988019019;-0.461988019019	0.993670819883;0.993670819883	0.069;0.931	0.521;0.479	s|1e0|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	+	11084392-11085167;11085076-11085077	11084284-11085076;11085077-11085166;11085167-11085548	;;	;;	(11085077, 11085166)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TARDBP
PHF20L1	ENSG00000129292	ENSG00000129292:133787618-133787891:source	0.237526558484;-0.237526558484	0.6327604965;0.6327604965	0.311;0.689	0.637;0.363	s|1e1.2o4|1e1.3o4	False	True	False	2	2	0	chr8	+	133787891-133790038;133787891-133790042	133787618-133787891;133790035-133790157;133790035-133790157	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PHF20L1
DROSHA	ENSG00000113360	ENSG00000113360:31532097-31532216:target	0.444754137775;-0.444754137775	0.97673203532;0.97673203532	0.077;0.923	0.517;0.483	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr5	-	31531632-31532097;31531031-31532097	31530905-31531031;31531557-31531632;31532097-31532216	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DROSHA
ZNF276	ENSG00000158805	ENSG00000158805:89789668-89790117:target	-0.293267686426;-3.92615214222e-06;0.296955993929	0.882656297247;3.58024694312e-07;0.90296683177	0.951;0.027;0.041	0.649;0.026;0.342	t|1e1.1o1|2e1.1o1|3e0|4e0|i	True	True	False	2	2	1	chr16	+	89789591-89789668;89789591-89789687;89789667-89789668	89789277-89789591;89789277-89789591;89789592-89789667;89789668-89790117	;;;	;;;	(89789592, 89789667)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/15_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZNF276
DNAJC4	ENSG00000110011	ENSG00000110011:63999866-64000086:source	-0.216297204639;0.239470282125;-0.000366583794479	0.696547063749;0.758148513505;5.63514907574e-06	0.377;0.571;0.051	0.134;0.833;0.034	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr11	+	64000086-64000173;64000086-64000176;64000086-64000087	63999866-64000086;64000087-64000172;64000173-64000518;64000173-64000518	;;;	;;;	(64000087, 64000172)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DNAJC4
TMCO6	ENSG00000113119	ENSG00000113119:140021455-140021650:target	-0.207825865126;0.207825865126	0.657521474029;0.657521474029	0.971;0.029	0.737;0.263	t|1e1.2o2|2e0|i	False	True	False	1	2	1	chr5	+	140021365-140021455;140021454-140021455	140020891-140021365;140021366-140021454;140021455-140021650	;;	;;	(140021366, 140021454)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TMCO6
PBRM1	ENSG00000163939	ENSG00000163939:52588740-52588895:source	0.20653554006;-0.20653554006	0.6576459711;0.6576459711	0.753;0.247	0.972;0.028	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	52588895-52595783;52588895-52592265	52588740-52588895;52592265-52592429;52595783-52595984	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PBRM1
NDUFAF6	ENSG00000156170	ENSG00000156170:96047682-96047804:target	-0.000137217398805;-0.0139300961192;-0.0585337498403;0.323496684393;1.14957564267e-06	2.23420297204e-06;0.0371256093601;0.165788071759;0.889003494322;5.53192744215e-08	0.036;0.592;0.254;0.118;0.026	0.026;0.460;0.075;0.455;0.026	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	True	False	True	5	5	0	chr8	+	96037433-96047682;96044322-96047682;96044326-96047682;96046350-96047682;96046951-96047682	96037214-96037433;96044223-96044326;96044223-96044326;96046236-96046350;96046877-96046951;96047682-96047804	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/14_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NDUFAF6
C4orf29	ENSG00000164074	ENSG00000164074:128949630-128950008:target	0.2161430761;-0.2161430761	0.696873472293;0.696873472293	0.030;0.970	0.268;0.732	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	128941324-128949630;128942393-128949630	128941235-128941324;128942292-128942393;128949630-128950008	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C4orf29
ARHGAP11B	ENSG00000187951	ENSG00000187951:30927690-30927836:target	-0.29743417031;-0.010550600958;0.425737735869	0.836401249843;0.00716579291848;0.983210831705	0.515;0.132;0.353	0.192;0.040;0.771	t|1e1.1o1|1e2.3o3|i	False	False	True	2	3	1	chr15	+	30927391-30927690;30927610-30927690;30927689-30927690	30927260-30927391;30927512-30927610;30927611-30927689;30927690-30927836	;;;	;;;	(30927611, 30927689)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ARHGAP11B
ZC3H7A	ENSG00000122299	ENSG00000122299:11890980-11891123:target	0.358840439678;-0.358840439678	0.987626584809;0.987626584809	0.035;0.965	0.385;0.615	s|1e1.2o2|1e2.2o2	False	False	True	2	3	0	chr16	-	11890271-11890980;11876244-11890980	11876143-11876408;11890075-11890383;11890980-11891123	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZC3H7A
TNFAIP3	ENSG00000118503	ENSG00000118503:138195982-138196172:source	-0.267258312856;2.7286266935e-06;0.264624817188	0.836839573752;3.92933763501e-10;0.83091681378	0.821;0.025;0.176	0.542;0.025;0.453	s|1e0|1e1.1o2|1e1.2o2|1e2.1o3	False	True	True	3	3	1	chr6	+	138196172-138196825;138196172-138196871;138196172-138196973	138195982-138196172;138196825-138196972;138196825-138196972;138196973-138197303	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TNFAIP3
FAM122B	ENSG00000156504	ENSG00000156504:133903596-133905384:source	-0.323013355365;-2.72801656032e-05;-1.09328964233e-06;0.331590836387	0.937668831102;5.41920384399e-09;3.82061319496e-11;0.949149840272	0.642;0.028;0.025;0.335	0.320;0.026;0.025;0.663	t|1e1.1o1|1e2.1o5|2e3.1o4|i	False	True	True	3	4	1	chrX	-	133905384-133915851;133905384-133906173;133904206-133905238;133905384-133905385	133903596-133905384;133905385-133905603;133905604-133906313;133915851-133915947	;;;	;;;	(133905385, 133905603)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/14_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FAM122B
PDDC1	ENSG00000177225	ENSG00000177225:771333-771467:target	-2.95426101336e-06;-0.216284603745;-0.000900472509083;0.312902527017;-2.95426101336e-06	1.06428831704e-08;0.671660079199;6.9899305365e-05;0.940665071012;1.06428831704e-08	0.025;0.862;0.065;0.064;0.025	0.025;0.597;0.029;0.374;0.025	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	5	4	0	chr11	-	771212-771333;771104-771333;770398-771333;767373-771333;767368-771333	767220-767373;767220-767373;770208-770398;770993-771212;770993-771212;771333-771467	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/20_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PDDC1
SPG11	ENSG00000104133	ENSG00000104133:44877834-44878048:target	0.206198392676;-0.206198392676	0.639117450915;0.639117450915	0.755;0.245	0.973;0.027	s|1e0|2e0|3e0|4e1.1o4|4e1.4o4	True	True	False	2	2	1	chr15	-	44876756-44877834;44876612-44877834	44876363-44876756;44876363-44876756;44877834-44878048	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SPG11
LINC00847	ENSG00000245060	ENSG00000245060:180261312-180262726:target	0.246221084976;-0.237048972398;0.000956618275216;-0.000182033615038	0.723022414712;0.674138858862;0.000163352330125;5.07353367753e-06	0.126;0.803;0.039;0.039	0.423;0.498;0.073;0.026	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	0	chr5	+	180258229-180261312;180258806-180261312;180258941-180261312;180259860-180261312	180257957-180258229;180258365-180258941;180258365-180258941;180259673-180259860;180261312-180262726	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LINC00847
PHC3	ENSG00000173889	ENSG00000173889:169854154-169854458:source	-0.312623052187;-0.00535181468356;0.420791304045	0.925559238195;0.00351752259;0.985226094782	0.345;0.107;0.547	0.031;0.031;0.961	t|1e0|2e1.2o6|2e2.2o3|2e3.1o1	False	True	True	3	4	1	chr3	-	169854453-169889161;169854453-169866874;169854453-169863211	169854154-169854458;169863211-169863309;169865036-169867032;169887506-169889238	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/20_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PHC3
EHMT2	ENSG00000204371	ENSG00000204371:31856376-31856524:source	0.219200242538;-5.51470219469e-06;-0.213908017859	0.663736031534;3.40720540534e-08;0.647344419365	0.172;0.026;0.821	0.448;0.025;0.546	t|1e1.1o1|1e2.1o3|1e2.3o3	True	False	True	3	3	1	chr6	-	31856524-31857005;31856524-31856818;31856524-31856746	31856376-31856524;31856746-31856847;31856746-31856847;31857005-31857119	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#EHMT2
RABGAP1L	ENSG00000152061	ENSG00000152061:174780970-174781098:target	0.390837264717;-0.390837264717	0.970521791021;0.970521791021	0.559;0.441	0.946;0.054	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	174721492-174780970;174769638-174780970	174721451-174721492;174769070-174769638;174780970-174781098	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/14_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RABGAP1L
BIRC6	ENSG00000115760	ENSG00000115760:32734746-32735061:source	0.215322945258;-0.215322945258	0.721800680409;0.721800680409	0.735;0.265	0.969;0.031	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr2	+	32735061-32735593;32735061-32735653	32734746-32735061;32735593-32735701;32735593-32735701	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#BIRC6
ZNF592	ENSG00000166716	ENSG00000166716:85343073-85343208:source	-0.25779042528;0.25779042528	0.88174625925;0.88174625925	0.277;0.723	0.026;0.974	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr15	+	85343208-85344800;85343208-85345094	85343073-85343208;85344800-85344834;85345094-85349659	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZNF592
TCF20	ENSG00000100207	ENSG00000100207:42556019-42557364:source	0.231281303433;-0.231281303433	0.728165528086;0.728165528086	0.641;0.359	0.907;0.093	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr22	-	42557364-42565853;42557364-42564615	42556019-42557364;42564615-42564742;42565853-42565902	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TCF20
NFATC2	ENSG00000101096	ENSG00000101096:50003494-50007988:source	1.14757654874e-07;-0.241990863085;0.240954278494	1.36471034809e-07;0.67076735413;0.667304956205	0.026;0.580;0.412	0.026;0.267;0.725	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	1	chr20	-	50007988-50051725;50007988-50048604;50007988-50015180	50003494-50007988;50015180-50015756;50048604-50049293;50051725-50051851	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NFATC2
LLGL1	ENSG00000131899	ENSG00000131899:18141381-18141528:source	0.224410681768;-0.224410681768	0.76806559225;0.76806559225	0.733;0.267	0.964;0.036	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr17	+	18141528-18141770;18141528-18141776	18141381-18141528;18141770-18141923;18141770-18141923	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LLGL1
TMEM175	ENSG00000127419	ENSG00000127419:946978-947142:target	-0.230529916608;0.230529916608	0.713104478851;0.713104478851	0.325;0.675	0.053;0.947	t|1e1.2o3|1e2.2o2	False	False	True	2	3	1	chr4	+	945505-946978;946238-946978	945434-945761;946199-946238;946978-947142	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TMEM175
MRPS11	ENSG00000181991	ENSG00000181991:89010684-89011013:source	0.228788243635;-0.228788243635	0.759630114639;0.759630114639	0.503;0.497	0.746;0.254	s|1e1.1o3|1e1.2o3	False	True	False	2	2	0	chr15	+	89011013-89011139;89011013-89011142	89010684-89011013;89011139-89012376;89011139-89012376	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MRPS11
CXorf40B	ENSG00000197021	ENSG00000197021:149106360-149107029:target	-0.000134505223156;0.268074469751;6.98865920789e-06;-0.232529795524	1.13764782795e-06;0.788614347908;1.50815652385e-07;0.712137504117	0.036;0.596;0.025;0.367	0.026;0.896;0.026;0.090	s|1e1.2o2|2e1.2o2|2e2.2o2|3e1.2o2	True	True	True	4	3	1	chrX	-	149105698-149106614;149105698-149106411;149100855-149106411;149105698-149106360	149100415-149100985;149105632-149105732;149105632-149105732;149105632-149105732;149106360-149107029	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CXorf40B
ZFAND1	ENSG00000104231	ENSG00000104231:82626153-82626275:target	-0.167230404359;0.220245695705;-0.000838901708746;-3.90724756626e-06	0.500769118201;0.717430576826;6.40645514577e-05;1.67695717734e-08	0.223;0.707;0.064;0.026	0.030;0.949;0.030;0.025	s|1e0|2e0|3e0|3e1.1o1|3e2.2o3|3e2.3o3|3e3.1o1	True	True	True	4	4	0	chr8	-	82621064-82626153;82615359-82626153;82615338-82626153;82615322-82626153	82615149-82615322;82615334-82615363;82615334-82615363;82621023-82621064;82626153-82626275	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZFAND1
IZUMO4	ENSG00000099840	ENSG00000099840:2098051-2098126:target	0.555699166464;-0.555699166464	0.983141335017;0.983141335017	0.242;0.758	0.790;0.210	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	2097954-2098051;2098050-2098051	2097928-2097954;2097955-2098050;2098051-2098126	;;	;;	(2097955, 2098050)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#IZUMO4
UPP1	ENSG00000183696	ENSG00000183696:48144243-48146679:target	-0.0196448455951;0.214176514276;-0.000114658703547;-0.00772216138449	0.048278006671;0.725804025508;3.77774763861e-06;0.0171064467316	0.367;0.050;0.050;0.532	0.235;0.277;0.045;0.443	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.2o3	True	True	True	4	4	1	chr7	+	48134424-48146470;48141467-48146470;48141579-48146470;48143008-48146470	48134360-48134424;48141421-48141579;48141421-48141579;48142894-48143010;48144243-48146679	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#UPP1
UPP1	ENSG00000183696	ENSG00000183696:48134360-48134424:source	0.256519277454;-0.00176875012369;-0.120928946604	0.707152435625;0.000338655253791;0.356325957383	0.380;0.077;0.542	0.696;0.026;0.298	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr7	+	48134424-48139267;48134424-48141421;48134424-48146470	48134360-48134424;48139267-48139384;48141421-48141579;48144243-48146679	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#UPP1
PRKCQ	ENSG00000065675	ENSG00000065675:6556980-6557106:source	0.242266837288;-0.242266837288	0.743364411041;0.743364411041	0.701;0.299	0.969;0.031	t|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr10	-	6557106-6622173;6557106-6563736	6556980-6557106;6563736-6563824;6622173-6622263	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PRKCQ
IMMT	ENSG00000132305	ENSG00000132305:86385499-86385844:target	0.301162684257;-0.0270586164968;-0.0574202760294	0.721421024861;0.0469602857138;0.156547185725	0.119;0.158;0.723	0.491;0.032;0.491	s|1e1.1o1|1e2.1o1|2e2.1o1|3e0|4e0	True	True	True	3	3	1	chr2	-	86380697-86385715;86378643-86385715;86378643-86385700	86378420-86378643;86378420-86378643;86380683-86380697;86385499-86385844	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#IMMT
IFFO1	ENSG00000010295	ENSG00000010295:6660107-6660167:source	-0.293811428992;0.293811428992	0.749893959894;0.749893959894	0.547;0.453	0.192;0.808	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	6660167-6664423;6660167-6660564	6660107-6660167;6660564-6660669;6664423-6665239	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#IFFO1
