#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
GNAS	ENSG00000087460	ENSG00000087460:57475004-57475465:target	0.219193518756;-0.219193518755	0.66333423262;0.66333423262	0.179;0.821	0.445;0.555	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr20	+	57470739-57475004;57474040-57475004	57470218-57470739;57472495-57474040;57475004-57475465	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GNAS
PDPR	ENSG00000090857	ENSG00000090857:70176374-70176589:source	0.245258213769;1.28215248489e-05;-0.254167060256	0.788357350965;1.67247302079e-06;0.825443409916	0.705;0.027;0.286	0.967;0.028;0.028	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1	chr16	+	70176589-70177413;70176589-70177428;70176589-70178324	70176374-70176589;70177413-70177561;70177413-70177561;70178324-70178436	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/5_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PDPR
HERC6	ENSG00000138642	ENSG00000138642:89363386-89364263:target	0.248935169161;-0.00234568050147;-0.166366377498	0.727305028441;0.00148784551493;0.516952324204	0.625;0.100;0.275	0.922;0.042;0.042	t|1e2.1o2|2e1.2o2|3e1.2o2	True	True	True	3	3	1	chr4	+	89361402-89363386;89341580-89363593;89341580-89363617	89341508-89341580;89341508-89341580;89361300-89361792;89363386-89364263	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HERC6
COQ4	ENSG00000167113	ENSG00000167113:131084815-131085207:source	-0.00810215482295;-0.153716774758;0.370770137286	0.00955658963298;0.443542809586;0.950128646926	0.143;0.765;0.093	0.048;0.490;0.464	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr9	+	131085050-131085295;131085207-131085295;131085207-131085208	131084815-131085207;131085208-131085294;131085295-131085426;131085295-131085426	;;;	;;;	(131085208, 131085294)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/23_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#COQ4
ATG4D	ENSG00000130734	ENSG00000130734:10662573-10662695:source	-0.339420596688;0.339420596688	0.994973765447;0.994973765447	0.975;0.025	0.644;0.356	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr19	+	10662651-10662721;10662695-10662696	10662573-10662695;10662696-10662720;10662721-10662797	;;	;;	(10662696, 10662720)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ATG4D
ATG4D	ENSG00000130734	ENSG00000130734:10657515-10657791:source	-0.000839180137645;-0.00020711171259;-0.000294327397046;0.272625231082;-0.147095083524	0.000373888131545;1.06311311761e-05;1.75779416376e-05;0.73914989328;0.464057180078	0.082;0.041;0.045;0.545;0.293	0.056;0.027;0.027;0.877;0.055	s|1e1.1o1|2e0|2e1.1o1|3e1.1o1|4e1.1o1|i	True	True	False	4	2	1	chr19	+	10657747-10657865;10657751-10657865;10657758-10657865;10657791-10657865;10657791-10657792	10657515-10657791;10657792-10657864;10657865-10657929;10657865-10657929;10657865-10657929;10657865-10657929	;;;;;	;;;;;	(10657792, 10657864)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ATG4D
U2AF1L4	ENSG00000161265	ENSG00000161265:36235224-36235322:source	-0.00295698383285;0.248510480898;-2.81061320512e-06;-0.159798636456	0.00313699966474;0.723049881215;1.25293087629e-08;0.502761441738	0.191;0.433;0.026;0.370	0.131;0.732;0.025;0.132	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr19	-	36235322-36236026;36235322-36235527;36235322-36235392;36235322-36235323	36235224-36235322;36235323-36235391;36235392-36235464;36235527-36235561;36236026-36236113	;;;;	;;;;	(36235323, 36235391)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/21_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#U2AF1L4
SMARCD3	ENSG00000082014	ENSG00000082014:150935850-150936283:source	-0.657597236878;0.657597236878	0.999924509832;0.999924509832	0.856;0.144	0.215;0.785	t|1e1.2o2|2e2.1o1	False	True	True	2	3	1	chr7	-	150936283-150936686;150936242-150936482	150935850-150936283;150936482-150936583;150936686-150936838	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/3_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SMARCD3
TAF1C	ENSG00000103168	ENSG00000103168:84215352-84215489:source	-1.21570512943e-05;-0.39500400799;0.398769600213	1.68988985945e-07;0.955715890721;0.959884545617	0.027;0.780;0.211	0.026;0.385;0.608	t|1e1.3o3|2e1.2o3|3e0|i	True	True	False	2	2	1	chr16	-	84215489-84215547;84215469-84215548;84215489-84215490	84215352-84215489;84215490-84215546;84215547-84215664;84215547-84215664	;;;	;;;	(84215490, 84215546)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/6_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TAF1C
TAF1C	ENSG00000103168	ENSG00000103168:84213776-84213950:source	0.264675762396;1.37145691821e-06;-0.270313478958	0.811832285712;4.66899113322e-07;0.837390578114	0.662;0.027;0.329	0.949;0.027;0.044	t|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	1	chr16	-	84213950-84214649;84213950-84214474;84213934-84214649	84213776-84213950;84214474-84214601;84214649-84214792;84214649-84214792	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/6_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TAF1C
SRGAP2B	ENSG00000196369	ENSG00000196369:143916242-143916308:source	0.000117250480912;-0.266508792706;0.237590777251	7.15679899619e-07;0.903889123897;0.811987169637	0.026;0.972;0.026	0.034;0.711;0.259	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr1	+	143916308-144009867;143916308-144013901;143916308-144094362	143916242-143916308;144009867-144009973;144013901-144014093;144094362-144094424	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SRGAP2B
RABGGTB	ENSG00000137955	ENSG00000137955:76254844-76255041:source	-0.227041724704;9.78820781371e-07;0.22584056066	0.761038513803;6.76972238182e-12;0.757741346311	0.863;0.025;0.134	0.625;0.025;0.371	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	+	76255041-76255637;76255041-76255837;76255041-76255042	76254844-76255041;76255042-76255636;76255637-76255798;76255837-76255959	;;;	;;;	(76255042, 76255636)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RABGGTB
GALK2	ENSG00000156958	ENSG00000156958:49531417-49531564:source	-0.245522027011;0.245522027011	0.832796083706;0.832796083706	0.974;0.026	0.734;0.266	s|1e0|2e0|3e0|4e1.1o1|4e2.1o1	True	False	True	2	3	0	chr15	+	49531564-49574184;49531564-49575763	49531417-49531564;49574184-49574286;49575763-49575776	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GALK2
GALK2	ENSG00000156958	ENSG00000156958:49493359-49493447:target	0.354452951402;-1.58341282988e-06;-0.0107123609314;-0.026492353366;-0.0054996785239;-1.58341282988e-06;-0.000220473185321	0.932009187214;9.21706492009e-08;0.0208176997894;0.0325708814298;0.0149101925367;9.21706492009e-08;1.04248254881e-05	0.091;0.026;0.204;0.138;0.523;0.026;0.041	0.450;0.025;0.091;0.025;0.444;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1	True	False	True	7	7	0	chr15	+	49448213-49493359;49451165-49493359;49454058-49493359;49462555-49493359;49462572-49493359;49462774-49493359;49487411-49493359	49447853-49448213;49451042-49451165;49453937-49454058;49462213-49462572;49462213-49462572;49462675-49462774;49487282-49487411;49493359-49493447	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GALK2
IVNS1ABP	ENSG00000116679	ENSG00000116679:185275882-185276271:target	0.252952818187;-0.252952818187	0.871558685007;0.871558685007	0.209;0.791	0.458;0.542	s|1e1.1o2|1e2.1o1|2e0	True	False	True	2	3	0	chr1	-	185275757-185276146;185274775-185276146	185274647-185274775;185275617-185275757;185275882-185276271	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/10_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IVNS1ABP
FASTKD1	ENSG00000138399	ENSG00000138399:170419735-170419900:source	0.245905330949;-0.245905330949	0.714017326411;0.714017326411	0.054;0.946	0.351;0.649	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr2	-	170419860-170428163;170419860-170425694	170419735-170419900;170425694-170425762;170428163-170428681	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FASTKD1
UCHL5	ENSG00000116750	ENSG00000116750:192992974-192993076:source	0.230060396412;-0.230060396412	0.822426720167;0.822426720167	0.740;0.260	0.965;0.035	t|1e1.1o1|1e2.1o1|2e0|3e0	False	True	True	2	3	0	chr1	-	192993076-192997215;192993076-192997005	192992974-192993076;192997005-192997085;192997215-192997278	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/10_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UCHL5
CLK4	ENSG00000113240	ENSG00000113240:178043879-178043949:source	-0.256053441449;0.256053441449	0.690322899121;0.690322899121	0.567;0.433	0.241;0.759	t|1e1.2o4|1e2.1o2	False	False	True	2	3	0	chr5	-	178043949-178045557;178043949-178044345	178043879-178043949;178044072-178044435;178044698-178045779	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/9_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CLK4
CALM2	ENSG00000143933	ENSG00000143933:47397873-47397903:source	-0.236191816279;0.236191816279	0.563216574501;0.563216574501	0.678;0.322	0.328;0.672	t|1e1.1o3|1e2.1o1	False	False	True	2	3	0	chr2	-	47397903-47403580;47397903-47399553	47397873-47397903;47399553-47401346;47403375-47403740	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/17_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CALM2
MIB2	ENSG00000197530	ENSG00000197530:1558502-1558862:source	0.40038684325;-0.40038684325	0.994238456875;0.994238456875	0.035;0.965	0.427;0.573	s|1e1.1o2|i	False	False	False	1	2	1	chr1	+	1558862-1559154;1558862-1558863	1558502-1558862;1558863-1558960;1559154-1559589	;;	;;	(1558863, 1558960)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MIB2
MIB2	ENSG00000197530	ENSG00000197530:1551654-1551994:source	-0.519019713125;0.0235608004384;0.332350856861	0.999239457965;0.0665678301407;0.913956602198	0.552;0.392;0.057	0.046;0.559;0.397	s|1e1.1o1|1e2.2o3|1e2.3o3	False	True	True	3	3	0	chr1	+	1551994-1552458;1551994-1558769;1551994-1558811	1551654-1551994;1552458-1552703;1558502-1558862;1558502-1558862	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MIB2
YDJC	ENSG00000161179	ENSG00000161179:21983597-21983696:target	0.236198812549;-0.236198812549	0.843496324407;0.843496324407	0.744;0.256	0.975;0.025	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr22	-	21983476-21983597;21983076-21983597	21982378-21983076;21983299-21983476;21983597-21983696	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/21_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#YDJC
CD3E	ENSG00000198851	ENSG00000198851:118183333-118184056:target	-6.40320186235e-07;0.343157153711;-0.341697978301	6.72358628035e-12;0.969414270336;0.968848577384	0.025;0.551;0.446	0.025;0.885;0.112	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	118179156-118183333;118182885-118183333;118183332-118183333	118179016-118179156;118182859-118182885;118182886-118183332;118183333-118184056	;;;	;;;	(118182886, 118183332)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/30_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CD3E
DSN1	ENSG00000149636	ENSG00000149636:35401797-35402221:target	-0.000377600029923;0.318646156531;-3.50266788327e-06;-3.50266788327e-06;-0.247319239178;-3.50266788327e-06	0.00633919888617;0.972673574212;1.2470132106e-07;1.2470132106e-07;0.661538898178;1.2470132106e-07	0.371;0.026;0.026;0.026;0.610;0.026	0.365;0.337;0.025;0.025;0.287;0.025	s|1e1.1o1|1e2.1o1|1e3.1o3|2e1.1o1|3e1.1o1|3e4.1o1	True	True	True	6	5	0	chr20	-	35399876-35402065;35399596-35402065;35399427-35402065;35399876-35401884;35399876-35401797;35396445-35401797	35396372-35396445;35399276-35399427;35399518-35399596;35399828-35399876;35399828-35399876;35399828-35399876;35401797-35402221	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/18_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DSN1
DSN1	ENSG00000149636	ENSG00000149636:35399518-35399596:source	0.303675895021;-0.303675895021	0.951771754441;0.951771754441	0.029;0.971	0.327;0.673	t|1e1.1o3|1e2.1o1	False	False	True	2	3	0	chr20	-	35399596-35402065;35399596-35399828	35399518-35399596;35399828-35399876;35401797-35402221	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/18_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DSN1
R3HDM1	ENSG00000048991	ENSG00000048991:136362426-136364246:source	0.00489579107212;0.364564672787;-0.435465144726;-2.63446045252e-05	0.00150170191513;0.978530613015;0.989509887632;1.54139802823e-06	0.054;0.055;0.887;0.027	0.123;0.414;0.460;0.025	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1|2e0	True	False	True	4	5	0	chr2	+	136362586-136373722;136362586-136374238;136362586-136379064;136362586-136389288	136362426-136364246;136373722-136373763;136374238-136374327;136379064-136379178;136389288-136389347	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/1_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#R3HDM1
TNPO1	ENSG00000083312	ENSG00000083312:72144212-72144325:target	0.259297481686;-8.56728484916e-06;-8.56728484916e-06;-0.0671959275458;-0.0100661258729	0.888607550237;1.8125456842e-07;1.8125456842e-07;0.129291302584;0.0224272761365	0.026;0.026;0.026;0.164;0.819	0.280;0.025;0.025;0.025;0.709	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	True	False	True	5	5	1	chr5	+	72112579-72144212;72112781-72144212;72121648-72144212;72144074-72144212;72144078-72144212	72112139-72112579;72112620-72112781;72121562-72121648;72143997-72144078;72143997-72144078;72144212-72144325	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TNPO1
NABP1	ENSG00000173559	ENSG00000173559:192543716-192543854:target	-0.224531165759;4.16723905653e-06;0.218703284002	0.751501345709;7.08745978173e-09;0.728974501395	0.305;0.025;0.690	0.064;0.026;0.930	t|1e0|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr2	+	192542967-192543716;192543122-192543716;192543431-192543716	192542794-192543122;192542794-192543122;192543258-192543431;192543716-192543854	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/25_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NABP1
EYA3	ENSG00000158161	ENSG00000158161:28323831-28323889:source	-0.493487259556;0.493487259556	0.997719365137;0.997719365137	0.965;0.035	0.483;0.517	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	28323889-28326471;28323889-28324795	28323831-28323889;28324795-28324862;28326471-28326560	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#EYA3
ITGAE	ENSG00000083457	ENSG00000083457:3631213-3631320:target	-1.6501911307e-05;0.402994437757;7.943964766e-07;-0.413990071053	2.6293058287e-07;0.976964163851;2.63465132671e-07;0.985215318883	0.026;0.472;0.026;0.513	0.025;0.868;0.026;0.108	s|1e0|2e1.1o1|2e2.3o3|2e3.2o2|i	True	False	True	3	4	1	chr17	-	3628038-3631213;3627038-3631213;3623696-3631213;3631212-3631213	3623601-3623913;3626982-3627148;3627612-3628038;3628039-3631212;3631213-3631320	;;;;	;;;;	(3628039, 3631212)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3631399-3631768:target	0.242509231274;-0.242509231274	0.778070398277;0.778070398277	0.720;0.280	0.967;0.033	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	3631320-3631399;3631398-3631399	3631213-3631320;3631321-3631398;3631399-3631768	;;	;;	(3631321, 3631398)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3626982-3627148:target	-2.85768729009e-11;0.301250684436;-0.31399776363;0.000150141246454	1.82104622039e-18;0.957870765194;0.962672023445;1.99379145195e-11	0.025;0.143;0.816;0.035	0.025;0.437;0.509;0.040	s|1e1.1o2|1e1.2o2|1e2.2o2|i	False	True	True	3	3	1	chr17	-	3626692-3626982;3626677-3626982;3623696-3626982;3626981-3626982	3623601-3623913;3626582-3626692;3626582-3626692;3626693-3626981;3626982-3627148	;;;;	;;;;	(3626693, 3626981)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3623601-3623913:source	-1.28953776676e-10;-0.330960176667;0.316428036396;-1.39367208486e-10	1.82104647811e-18;0.969830466872;0.95529781998;1.8210464465e-18	0.025;0.845;0.153;0.025	0.025;0.522;0.462;0.025	t|1e0|2e1.2o2|2e2.1o1|2e3.1o1|2e4.1o2	False	True	True	4	5	1	chr17	-	3623696-3631213;3623696-3626982;3623696-3626582;3623696-3623844	3623601-3623913;3626582-3626692;3626982-3627148;3631213-3631320	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ITGAE
TRRAP	ENSG00000196367	ENSG00000196367:98580887-98581115:source	-0.20611133205;0.20611133205	0.661387869684;0.661387869684	0.748;0.252	0.501;0.499	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr7	+	98581082-98581716;98581115-98581716	98580887-98581115;98581716-98581981;98581716-98581981	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRRAP
MADD	ENSG00000110514	ENSG00000110514:47295378-47295527:target	5.70802840933e-06;-0.232220274189;-0.0103062953262;0.000724108673121;0.273190767562;5.70802840933e-06	5.28708053903e-07;0.752842806623;0.014486944441;0.000856096297738;0.72807930367;5.28708053903e-07	0.026;0.261;0.153;0.081;0.496;0.026	0.026;0.026;0.049;0.103;0.833;0.026	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1	True	False	True	6	6	0	chr11	+	47290834-47295378;47291195-47295378;47291301-47295378;47291457-47295378;47291797-47295378;47293881-47295378	47290712-47290834;47290927-47291195;47291223-47291457;47291223-47291457;47291699-47291797;47293795-47293881;47295378-47295527	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MADD
SLC9B2	ENSG00000164038	ENSG00000164038:103971397-103971539:source	0.25009280603;-0.25009280603	0.769986512701;0.769986512701	0.053;0.947	0.333;0.667	t|1e1.2o2|1e2.2o2	False	False	True	2	3	0	chr4	-	103971539-103987484;103971539-103978958	103971397-103971539;103978958-103979128;103987484-103987664	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SLC9B2
SIPA1L1	ENSG00000197555	ENSG00000197555:72201994-72202310:source	0.214306388096;-0.214306388096	0.695633012;0.695633012	0.582;0.418	0.830;0.170	s|1e1.1o2|1e1.2o2|2e0	True	True	False	2	2	0	chr14	+	72202108-72204958;72202108-72204961	72201994-72202310;72204958-72205042;72204958-72205042	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SIPA1L1
TC2N	ENSG00000165929	ENSG00000165929:92264129-92264245:target	0.256141649668;-0.256141649668	0.791560143788;0.791560143788	0.679;0.321	0.964;0.036	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr14	-	92258902-92264129;92253971-92264129	92253855-92253971;92258711-92258902;92264129-92264245	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TC2N
C14orf2	ENSG00000156411	ENSG00000156411:104381098-104381526:target	-0.231889099215;0.257661882613;-4.41892493211e-05	0.714294805293;0.777341670979;2.18572047661e-08	0.447;0.532;0.029	0.193;0.805;0.025	s|1e1.1o1|1e2.2o2|1e3.1o1|2e0	True	False	True	3	4	1	chr14	-	104380970-104381403;104380321-104381403;104379031-104381403	104378625-104379031;104379556-104380479;104380749-104380970;104381098-104381526	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#C14orf2
FKBP1A	ENSG00000088832	ENSG00000088832:1351666-1351791:source	-0.350076466553;0.350076466553	0.952128410674;0.952128410674	0.387;0.613	0.037;0.963	t|1e1.2o4|i	False	False	False	1	2	1	chr20	-	1351791-1352720;1351791-1351792	1351666-1351791;1351792-1352365;1352366-1352884	;;	;;	(1351792, 1352365)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FKBP1A
TMEM170A	ENSG00000166822	ENSG00000166822:75485334-75485737:source	0.000108787484508;0.520661493928;-0.537911209314;-3.19343341521e-05	6.84198362313e-06;0.986190585908;0.991634145232;4.65039714061e-06	0.028;0.251;0.727;0.028	0.036;0.763;0.200;0.026	t|1e1.1o2|1e1.2o2|1e2.1o1|2e3.1o1	True	True	True	4	4	0	chr16	-	75485737-75498570;75485737-75498366;75485737-75498130;75485735-75486537	75485334-75485737;75486537-75486595;75498130-75498314;75498366-75498635;75498366-75498635	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/23_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMEM170A
MAP2K5	ENSG00000137764	ENSG00000137764:68040706-68040939:target	0.478931773066;-5.4473986019e-05;-0.464365858272	0.940204924874;4.64969154096e-05;0.918611656682	0.095;0.034;0.885	0.585;0.030;0.401	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr15	+	67995746-68040907;68010519-68040907;68040595-68040907	67995675-67995746;68010335-68010519;68040569-68040595;68040706-68040939	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MAP2K5
