#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HNRNPA3	ENSG00000170144	ENSG00000170144:178083765-178083887:source	-0.200044500616;0.200044500616	0.599486309744;0.599486309744	0.975;0.025	0.773;0.227	s|1e1.1o1|i	False	False	False	1	2	1	chr2	+	178083887-178083975;178083887-178083888	178083765-178083887;178083888-178083974;178083975-178084042	;;	;;	(178083888, 178083974)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HNRNPA3
CSNK1E	ENSG00000213923	ENSG00000213923:38693608-38694004:source	-0.310363701353;0.310363701353	0.818337013326;0.818337013326	0.505;0.495	0.157;0.843	t|1e1.1o2|i	False	False	False	1	2	1	chr22	-	38694004-38694100;38694004-38694005	38693608-38694004;38694005-38694034;38694035-38694209	;;	;;	(38694005, 38694034)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/59_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CSNK1E
BCAP31	ENSG00000185825	ENSG00000185825:152988608-152988854:source	3.58428033011e-05;0.466466334756;-0.00885140215569;-2.42669725059e-05;3.58428033011e-05;-0.0133669095424;-0.217046277194	4.86763374869e-06;0.984927066542;0.000998894001362;4.93489110558e-06;4.86763374869e-06;0.00214848206512;0.678076628908	0.025;0.437;0.092;0.028;0.025;0.101;0.346	0.027;0.896;0.027;0.027;0.027;0.027;0.070	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4	True	True	True	7	4	1	chrX	-	152988743-152989942;152988743-152989789;152988743-152989656;152988743-152989471;152988743-152989410;152988743-152989283;152988743-152988963	152988608-152988854;152988963-152989568;152988963-152989568;152988963-152989568;152988963-152989568;152989656-152989838;152989656-152989838;152989942-152990152	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#BCAP31
CAMK2D	ENSG00000145349	ENSG00000145349:114377765-114378719:target	0.00315087401742;-0.351237389088;0.296248042022	0.000126752083811;0.974500561481;0.926458400763	0.057;0.807;0.136	0.107;0.463;0.431	s|1e1.1o1|1e2.1o1|2e0|3e2.1o1|4e0|5e0|6e0	True	True	True	3	3	0	chr4	-	114376977-114378491;114375671-114378491;114375671-114378447	114372188-114375671;114372188-114375671;114376882-114376977;114377765-114378719	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CAMK2D
CAMK2D	ENSG00000145349	ENSG00000145349:114372188-114375671:source	-0.0449749957224;0.35159415755;-0.177698854726	0.124316039703;0.991228447136;0.560618631995	0.615;0.105;0.281	0.471;0.448;0.081	t|1e1.1o6|1e1.3o6|1e2.2o2	True	False	True	3	3	0	chr4	-	114375671-114378491;114375671-114378447;114375671-114376882	114372188-114375671;114376882-114376977;114377765-114378719;114377765-114378719	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CAMK2D
FLVCR1	ENSG00000162769	ENSG00000162769:213046020-213046160:target	-0.383356231141;0.353856673373;0.000278018131738	0.98140984128;0.969263842078;6.18117730419e-06	0.947;0.046;0.027	0.570;0.394;0.039	t|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	1	chr1	+	213037211-213046020;213037861-213046020;213043510-213046020	213036973-213037211;213037735-213037861;213043396-213043510;213046020-213046160	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/42_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FLVCR1
VPS39	ENSG00000166887	ENSG00000166887:42483459-42483758:target	-0.250783995816;0.250783995816	0.789555761993;0.789555761993	0.973;0.027	0.721;0.279	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr15	-	42483365-42483694;42483458-42483459	42483323-42483368;42483369-42483458;42483459-42483758	;;	;;	(42483369, 42483458)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/45_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#VPS39
LY75	ENSG00000054219	ENSG00000054219:160761100-160761260:target	-0.28034625217;-0.000627265395294;0.335270893267	0.846301259003;6.19867309924e-05;0.939963404828	0.340;0.050;0.612	0.051;0.025;0.944	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr2	-	160760116-160761100;160759591-160761100;160755570-160761100	160755199-160755570;160758876-160760116;160758876-160760116;160761100-160761260	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/3_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LY75
ENOSF1	ENSG00000132199	ENSG00000132199:691068-691106:source	-7.86761080771e-05;-0.280471664782;0.294636416753	4.69554237105e-05;0.736126222156;0.779847507838	0.046;0.781;0.175	0.044;0.447;0.512	t|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr18	-	691106-693882;691106-691204;691106-691107	691068-691106;691107-691203;691204-691276;693882-693908	;;;	;;;	(691107, 691203)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/25_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ENOSF1
ENOSF1	ENSG00000132199	ENSG00000132199:691204-691276:target	-0.309252544506;0.309252544506	0.84336232933;0.84336232933	0.947;0.053	0.616;0.384	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr18	-	691106-691204;691203-691204	691068-691106;691107-691203;691204-691276	;;	;;	(691107, 691203)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/25_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ENOSF1
ACP5	ENSG00000102575	ENSG00000102575:11688408-11688556:source	-0.511005103574;0.464080850134;4.092467008e-05;5.76468891053e-05;0.00149088928693	0.999920190014;0.988085982927;8.69159374984e-06;8.66425153202e-06;0.000883044409432	0.527;0.441;0.026;0.025;0.026	0.028;0.897;0.028;0.028;0.074	t|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2|3e3.1o2|3e3.2o2|4e0	True	True	True	5	4	1	chr19	-	11688494-11689659;11688494-11689400;11688494-11689295;11688494-11688891;11688494-11688839	11688408-11688556;11688839-11689009;11688839-11689009;11689295-11689579;11689295-11689579;11689659-11689823	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/11_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ACP5
APRT	ENSG00000198931	ENSG00000198931:88876478-88876806:target	4.10245709759e-07;-0.39583990015;0.39369952753	8.53805816317e-14;0.996163661325;0.995747834281	0.025;0.663;0.336	0.025;0.277;0.720	s|1e1.1o2|1e1.2o2|1e2.1o2	False	True	True	3	3	0	chr16	-	88876315-88876478;88876248-88876478;88876114-88876478	88875747-88876114;88876144-88876315;88876144-88876315;88876478-88876806	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/57_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#APRT
RAD21	ENSG00000164754	ENSG00000164754:117878825-117879230:source	-0.408029975332;0.000625746753542;0.336787004343;3.70373731458e-06;0.00115762408074;1.49864374331e-06	0.997604035444;0.00166018394169;0.992821455437;1.29255554573e-09;2.39931861614e-05;1.29256560759e-09	0.605;0.367;0.025;0.025;0.025;0.025	0.207;0.376;0.353;0.025;0.057;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4	True	True	True	6	4	0	chr8	-	117879000-117886850;117879000-117886602;117879000-117886549;117879000-117886489;117879000-117886445;117879000-117886358	117878825-117879230;117886358-117886599;117886358-117886599;117886358-117886599;117886358-117886599;117886602-117886767;117886850-117887105	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/43_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RAD21
ZBTB8OS	ENSG00000176261	ENSG00000176261:33093109-33093145:source	0.000692474806246;2.44684499103e-06;-0.0360484841608;-0.134391691573;2.44684499103e-06;2.44684499103e-06;0.225832694177;0.000108172769204	6.7658453201e-05;2.44492386263e-09;0.00284986082905;0.423531760644;2.44492386263e-09;2.44492386263e-09;0.666962189509;5.42457934861e-07	0.048;0.025;0.102;0.365;0.025;0.025;0.466;0.026	0.066;0.025;0.025;0.169;0.025;0.025;0.732;0.031	t|1e1.1o3|1e1.3o3|1e2.1o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e7.1o2	True	False	True	8	8	1	chr1	-	33093145-33116034;33093145-33116003;33093145-33100369;33093145-33099246;33093145-33098863;33093145-33097809;33093145-33097428;33093145-33093378	33093109-33093145;33093173-33093466;33097426-33097659;33097809-33097946;33098863-33098955;33099246-33099328;33100303-33100393;33116003-33116504;33116003-33116504	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/49_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ZBTB8OS
CCDC64	ENSG00000135127	ENSG00000135127:120518485-120518822:target	-0.0259114766749;-0.100868280329;0.282694646396	0.0389667732833;0.290766055535;0.922522755977	0.290;0.417;0.293	0.179;0.249;0.572	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e0	False	True	True	3	4	0	chr12	+	120509605-120518691;120510533-120518691;120512390-120518691	120509426-120509605;120510315-120510533;120512247-120512390;120518485-120518822	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/27_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC64
TMEM179B	ENSG00000185475	ENSG00000185475:62556495-62556682:source	-0.305563870133;0.305563870133	0.873869551199;0.873869551199	0.829;0.171	0.513;0.487	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	62556682-62556764;62556682-62556683	62556495-62556682;62556683-62556763;62556764-62556898	;;	;;	(62556683, 62556763)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TMEM179B
ORMDL1	ENSG00000128699	ENSG00000128699:190647148-190647328:source	-0.0761589565368;-0.0545326104563;0.250061663635	0.0322361266053;0.155361179145;0.796665309692	0.140;0.589;0.271	0.028;0.445;0.535	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	-	190647328-190648995;190647328-190647740;190647328-190647329	190647148-190647328;190647329-190647739;190647740-190648299;190648995-190649097	;;;	;;;	(190647329, 190647739)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/24_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ORMDL1
CTC1	ENSG00000178971	ENSG00000178971:8137773-8137973:source	-0.223814047247;0.223814047247	0.728805675375;0.728805675375	0.974;0.026	0.752;0.248	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	8137973-8138067;8137973-8137974	8137773-8137973;8137974-8138066;8138067-8138244	;;	;;	(8137974, 8138066)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/50_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CTC1
CD3D	ENSG00000167286	ENSG00000167286:118213268-118213503:target	-0.000353442390699;-0.16065419026;2.07869298932e-11;0.209861608501	3.02837656104e-18;0.52446922583;2.24059561221e-18;0.670103890787	0.032;0.748;0.025;0.205	0.025;0.574;0.025;0.420	s|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr11	-	118211646-118213268;118211308-118213268;118210621-118213268;118210209-118213268	118210166-118210209;118210490-118210621;118211090-118211308;118211585-118211652;118213268-118213503	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/45_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CD3D
EVL	ENSG00000196405	ENSG00000196405:100551024-100551435:target	-0.246223235199;5.64796241642e-09;0.259233447538;5.64796241642e-09;-1.7792399899e-06;5.64796241642e-09;1.16928941761e-05	0.932504657691;2.15327378605e-17;0.954342383789;2.15327378605e-17;2.91653476692e-17;2.15327378605e-17;9.30619365866e-13	0.265;0.025;0.718;0.025;0.025;0.025;0.025	0.025;0.025;0.971;0.025;0.025;0.025;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|2e0	False	True	True	7	8	1	chr14	+	100438394-100551024;100486024-100551024;100531848-100551024;100532824-100551024;100534906-100551024;100539438-100551024;100540952-100551024	100437786-100438394;100485719-100486024;100531615-100531848;100532774-100532824;100534896-100534906;100539428-100539438;100540840-100540952;100551024-100551435	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/55_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#EVL
ANKRD11	ENSG00000167522	ENSG00000167522:89371614-89371752:target	6.17851068804e-07;-0.151706266088;-0.000339504314306;-0.0071616254255;0.287317806091	3.35909640427e-12;0.420921533752;9.06294182035e-10;6.14107456115e-06;0.963877201205	0.025;0.236;0.037;0.075;0.648	0.025;0.065;0.025;0.025;0.928	s|1e1.1o1|1e2.1o3|1e3.1o2|1e3.2o2|1e4.1o1	False	True	True	5	5	1	chr16	-	89368044-89371614;89367370-89371614;89358207-89371614;89358185-89371614;89357591-89371614	89357380-89357591;89358089-89358207;89358089-89358207;89365284-89367370;89367918-89368044;89371614-89371752	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/45_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ANKRD11
RGS1	ENSG00000090104	ENSG00000090104:192545904-192546406:source	-0.477078374405;0.477078374405	0.999796689252;0.999796689252	0.891;0.109	0.426;0.574	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr1	+	192545965-192547352;192546406-192546407	192545904-192546406;192546407-192547351;192547352-192548085	;;	;;	(192546407, 192547351)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RGS1
JAM3	ENSG00000166086	ENSG00000166086:134018659-134018713:target	0.00895983491976;-0.407866652731;0.294763774798	0.00687354830135;0.990953874077;0.914205121385	0.029;0.966;0.027	0.113;0.567;0.319	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	134015940-134018659;134018571-134018659;134018658-134018659	134015841-134015940;134017693-134018571;134018572-134018658;134018659-134018713	;;;	;;;	(134018572, 134018658)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/44_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#JAM3
ATP13A1	ENSG00000105726	ENSG00000105726:19767656-19767725:source	-0.302851538957;0.302851538957	0.834392043265;0.834392043265	0.901;0.099	0.576;0.424	t|1e1.2o2|i	False	False	False	1	2	1	chr19	-	19767725-19767803;19767725-19767726	19767656-19767725;19767726-19767802;19767803-19767958	;;	;;	(19767726, 19767802)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ATP13A1
USP47	ENSG00000170242	ENSG00000170242:11862970-11863771:source	-0.00459586693219;-1.95024325025e-05;-0.129099660149;0.280133048503	0.00220814257194;2.51405358519e-07;0.382419020498;0.787958974821	0.099;0.026;0.703;0.191	0.033;0.025;0.461;0.507	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	False	False	True	4	5	0	chr11	+	11863771-11895347;11863771-11900171;11863771-11901724;11863771-11906014	11862970-11863771;11895347-11895406;11900171-11900196;11901724-11901927;11906014-11906252	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#USP47
USP47	ENSG00000170242	ENSG00000170242:11906014-11906252:target	0.255852339021;-0.255852339021	0.796643888871;0.796643888871	0.136;0.864	0.412;0.588	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	11863771-11906014;11901927-11906014	11862970-11863771;11901724-11901927;11906014-11906252	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#USP47
GDI1	ENSG00000203879	ENSG00000203879:153668615-153668853:target	0.299180894802;1.50624897549e-06;-0.297966705721	0.998705189851;5.24090942535e-12;0.9987476525	0.683;0.025;0.316	0.975;0.025;0.025	t|1e0|2e1.2o3|3e1.1o3|i	True	True	False	2	2	1	chrX	+	153668486-153668722;153668482-153668726;153668614-153668615	153668340-153668536;153668340-153668536;153668537-153668614;153668615-153668853	;;;	;;;	(153668537, 153668614)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/57_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GDI1
CERS2	ENSG00000143418	ENSG00000143418:150939858-150940107:source	-0.224084959324;0.224084959324	0.783443790527;0.783443790527	0.964;0.036	0.744;0.256	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr1	-	150939960-150940140;150940107-150940108	150939858-150940107;150940108-150940139;150940140-150940201	;;	;;	(150940108, 150940139)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/34_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CERS2
EIF4A2	ENSG00000156976	ENSG00000156976:186501992-186502266:source	-0.203142614686;0.203142614686	0.637388366967;0.637388366967	0.661;0.339	0.427;0.573	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	186502266-186502353;186502266-186502267	186501992-186502266;186502267-186502352;186502353-186502733	;;	;;	(186502267, 186502352)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/40_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#EIF4A2
PUM2	ENSG00000055917	ENSG00000055917:20490224-20490551:target	-0.309326075594;0.309326075594	0.979400821764;0.979400821764	0.974;0.026	0.672;0.328	s|1e2.1o1|2e1.1o1	True	False	True	2	3	1	chr2	-	20483247-20490413;20490196-20490224	20483104-20483247;20490186-20490196;20490224-20490551	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/3_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PUM2
PUM2	ENSG00000055917	ENSG00000055917:20482708-20482992:target	-0.331639168988;0.331639168988	0.942622127081;0.942622127081	0.370;0.630	0.041;0.959	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	20478580-20482708;20463221-20482708	20462954-20463221;20478344-20478580;20482708-20482992	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/3_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PUM2
TLE4	ENSG00000106829	ENSG00000106829:82320804-82320857:source	-0.21125388362;-2.39330432465e-06;0.218105719916	0.626469087119;9.68970616176e-07;0.649853164575	0.900;0.027;0.090	0.621;0.027;0.370	s|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr9	+	82320857-82321662;82320857-82322038;82320857-82323033	82320804-82320857;82321662-82321814;82322038-82322133;82323033-82323165	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/14_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TLE4
CCDC88C	ENSG00000015133	ENSG00000015133:91874474-91875111:target	-0.0677144662226;-0.015457367555;-0.000514077434516;0.246478372762	0.159102660882;0.0331357931642;3.38148654294e-06;0.730968071089	0.206;0.325;0.048;0.421	0.053;0.211;0.032;0.709	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e0	True	True	True	4	4	1	chr14	-	91850895-91875003;91846229-91875003;91845444-91875003;91826055-91875003	91825986-91826055;91844985-91846229;91844985-91846229;91850734-91850895;91874474-91875111	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/1_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC88C
CCDC107	ENSG00000159884	ENSG00000159884:35660937-35661508:target	-0.240033032609;0.240033032609	0.850349553542;0.850349553542	0.278;0.722	0.033;0.967	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	35660855-35660937;35660936-35660937	35660743-35660855;35660856-35660936;35660937-35661508	;;	;;	(35660856, 35660936)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/40_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC107
UBAP2	ENSG00000137073	ENSG00000137073:33922964-33923031:target	-0.308512519031;0.308512519031	0.963588235595;0.963588235595	0.975;0.025	0.674;0.326	s|1e1.1o1|i	False	False	False	1	2	1	chr9	-	33922876-33922964;33922963-33922964	33922685-33922876;33922877-33922963;33922964-33923031	;;	;;	(33922877, 33922963)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/29_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#UBAP2
ULK3	ENSG00000140474	ENSG00000140474:75130493-75130533:source	0.000508744580634;-7.24276431358e-05;-0.366304418844;2.18467686317e-05;0.356373594055	4.46542057353e-05;3.93098884404e-07;0.91373231507;3.88936515214e-07;0.915234846868	0.026;0.029;0.771;0.025;0.182	0.047;0.026;0.399;0.026;0.544	t|1e1.1o1|1e2.1o2|1e2.2o2|2e2.2o2|i	True	True	True	4	3	1	chr15	-	75130533-75130781;75130533-75130611;75130533-75130607;75130514-75130607;75130533-75130534	75130493-75130533;75130534-75130606;75130607-75130685;75130607-75130685;75130607-75130685;75130781-75130853	;;;;;	;;;;;	(75130534, 75130606)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/32_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ULK3
RP11-22B23.1	ENSG00000111788	ENSG00000111788:9451376-9451463:source	0.20063869196;-0.200073969039;-9.90579992635e-06	0.583552768359;0.583560937062;2.12788593742e-07	0.518;0.473;0.026	0.799;0.194;0.026	s|1e1.1o2|1e1.2o2|1e2.1o2	False	True	True	3	3	1	chr12	+	9451463-9451856;9451463-9451861;9451463-9464144	9451376-9451463;9451856-9452064;9451856-9452064;9464144-9464238	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/16_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RP11-22B23.1
TRPV2	ENSG00000187688	ENSG00000187688:16335280-16335614:source	0.201032148638;-0.201032148638	0.68597557165;0.68597557165	0.736;0.264	0.956;0.044	s|1e0|2e1.2o2|2e2.3o3	True	False	True	2	3	0	chr17	+	16335614-16336888;16335614-16338204	16335280-16335614;16336546-16337012;16338016-16338283	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRPV2
TRPV2	ENSG00000187688	ENSG00000187688:16330763-16330861:target	-0.00130855307267;0.222642811433;-0.131468651143	1.74554380856e-06;0.668155277717;0.404924504357	0.057;0.473;0.470	0.026;0.749;0.243	t|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	1	chr17	+	16327081-16330763;16330191-16330763;16330191-16330766	16326783-16327081;16330036-16330191;16330036-16330191;16330763-16330861	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRPV2
C18orf8	ENSG00000141452	ENSG00000141452:21109143-21109262:source	-0.301121894879;0.301121894879	0.933622054404;0.933622054404	0.936;0.064	0.641;0.359	s|1e1.2o2|i	False	False	False	1	2	1	chr18	+	21109262-21109599;21109262-21109263	21109143-21109262;21109263-21109301;21109560-21109676	;;	;;	(21109263, 21109301)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#C18orf8
