#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TNPO2	ENSG00000105576	ENSG00000105576:12816306-12816413:source	-0.281201695934;0.281201695934	0.910902752681;0.910902752681	0.948;0.052	0.669;0.331	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	12816413-12816496;12816413-12816414	12816306-12816413;12816414-12816495;12816496-12816644	;;	;;	(12816414, 12816495)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TNPO2
RGS3	ENSG00000138835	ENSG00000138835:116345730-116345996:target	-1.46297862578e-06;-0.261488337654;-1.46297862578e-06;-3.31131496994e-05;0.287751108104	4.88022314783e-07;0.77045301011;4.88022314783e-07;5.07917041193e-05;0.90723565686	0.026;0.937;0.026;0.046;0.026	0.026;0.637;0.026;0.045;0.309	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.2o2	False	False	True	5	6	1	chr9	+	116291544-116345730;116299198-116345730;116327640-116345730;116343285-116345730;116344522-116345730	116291501-116291544;116298784-116299198;116327337-116327640;116342940-116343285;116344297-116344522;116345730-116345996	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/18_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RGS3
DNAJC5	ENSG00000101152	ENSG00000101152:62562818-62567384:target	-0.36602915803;0.36602915803	0.985341380069;0.985341380069	0.859;0.141	0.501;0.499	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr20	+	62562375-62562818;62562535-62562818	62562204-62562375;62562462-62562535;62562818-62567384	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DNAJC5
NLRP1	ENSG00000091592	ENSG00000091592:5421066-5421885:target	0.210163366446;-6.43993158987e-06;-0.195879512765	0.703815373881;3.5253571492e-11;0.652334131844	0.201;0.026;0.777	0.429;0.026;0.556	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr17	-	5418837-5421066;5409297-5421066;5405192-5421066	5404705-5405192;5405612-5409297;5418793-5418837;5421066-5421885	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NLRP1
KANSL3	ENSG00000114982	ENSG00000114982:97268490-97268599:target	0.206716734454;-0.206716734454	0.686803255212;0.686803255212	0.701;0.299	0.924;0.076	s|1e1.1o2|1e2.2o2	False	False	True	2	3	0	chr2	-	97268075-97268490;97267513-97268490	97267380-97267648;97267853-97268075;97268490-97268599	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#KANSL3
SNX11	ENSG00000002919	ENSG00000002919:46189311-46189817:source	0.329740840592;-0.00104162986709;4.9201511051e-06;-0.293629317064	0.916946066853;0.000152296109333;1.3460785567e-07;0.905098378211	0.581;0.075;0.026;0.338	0.917;0.041;0.026;0.042	s|1e1.2o2|2e2.1o1|2e3.1o1|3e1.2o2|4e0	True	True	True	4	4	1	chr17	+	46189447-46189936;46189460-46195251;46189460-46196661;46189473-46189936	46189311-46189817;46189928-46190022;46189928-46190022;46195251-46195261;46196661-46196745	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SNX11
UFD1L	ENSG00000070010	ENSG00000070010:19462993-19463125:target	-0.300383887371;0.313969805162;-4.33103270778e-05	0.850985498137;0.875076896172;3.48974314877e-06	0.365;0.622;0.029	0.055;0.943;0.025	s|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr22	-	19462623-19463019;19462623-19462993;19459331-19462993	19459210-19459331;19462591-19462623;19462591-19462623;19462993-19463125	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#UFD1L
UFD1L	ENSG00000070010	ENSG00000070010:19462591-19462623:source	-0.0060382605565;-0.261978677365;0.351978319655	0.00786698085708;0.787248705685;0.925168272196	0.118;0.328;0.554	0.039;0.050;0.907	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr22	-	19462623-19466606;19462623-19463019;19462623-19462993	19462591-19462623;19462993-19463125;19462993-19463125;19466606-19466738	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#UFD1L
BRICD5	ENSG00000182685	ENSG00000182685:2259951-2260052:source	-0.382174657454;0.382174657454	0.918250736387;0.918250736387	0.850;0.150	0.455;0.545	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	2260052-2260127;2260052-2260053	2259951-2260052;2260053-2260126;2260127-2260282	;;	;;	(2260053, 2260126)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/31_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BRICD5
MCFD2	ENSG00000180398	ENSG00000180398:47129009-47132733:source	-0.219767365784;-2.37691552442e-06;0.217945892578	0.728381763855;2.05468510679e-08;0.7200862943	0.264;0.026;0.730	0.033;0.026;0.963	t|1e1.1o1|1e2.1o1|1e3.2o4	False	False	True	3	4	0	chr2	-	47132733-47168711;47132733-47142862;47132733-47134949	47129009-47132733;47134668-47135108;47142862-47143007;47168711-47168994	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/31_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MCFD2
EIF2B4	ENSG00000115211	ENSG00000115211:27592281-27592416:target	0.503114179746;-0.503114179746	0.999080095152;0.999080095152	0.319;0.681	0.809;0.191	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr2	-	27592079-27592281;27592076-27592281	27591873-27592079;27591873-27592079;27592281-27592416	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EIF2B4
USP19	ENSG00000172046	ENSG00000172046:49154870-49155003:target	2.55714058821e-06;0.302711155775;-0.130281139362;-0.0023762570037;-0.000158162874295	1.14565718585e-07;0.901698481388;0.40223801717;0.000497507061851;3.00658181789e-06	0.026;0.637;0.243;0.082;0.037	0.026;0.947;0.041;0.026;0.026	s|1e1.1o2|2e1.1o2|2e1.2o2|2e2.1o1|i	True	True	True	4	3	1	chr3	-	49154794-49154900;49154794-49154870;49154791-49154870;49154376-49154870;49154869-49154870	49154154-49154376;49154492-49154794;49154492-49154794;49154492-49154794;49154795-49154869;49154870-49155003	;;;;;	;;;;;	(49154795, 49154869)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#USP19
HIPK1	ENSG00000163349	ENSG00000163349:114508752-114508894:target	-3.03201694562e-07;0.257960258969;-0.258314063694	2.44356152798e-11;0.850575605317;0.853378026968	0.025;0.623;0.373	0.025;0.886;0.110	t|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	0	chr1	+	114505060-114508752;114506143-114508752;114506143-114508755	114504939-114505060;114506009-114506143;114506009-114506143;114508752-114508894	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/25_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HIPK1
PRRC2C	ENSG00000117523	ENSG00000117523:171557518-171557644:source	0.0250336247371;-0.29682906537;0.20940571527	2.91540697952e-05;0.956583758243;0.711710421338	0.025;0.753;0.229	0.090;0.464;0.447	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr1	+	171557644-171558508;171557644-171560291;171557644-171560726	171557518-171557644;171558508-171558744;171560291-171560452;171560726-171562650	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/12_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PRRC2C
MYSM1	ENSG00000162601	ENSG00000162601:59133519-59133593:source	0.291081147115;-0.291081147115	0.860740658266;0.860740658266	0.658;0.342	0.966;0.034	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	59133593-59134304;59133593-59134102	59133519-59133593;59134102-59134238;59134304-59134354	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/25_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MYSM1
HEMK1	ENSG00000114735	ENSG00000114735:50617275-50617370:target	-0.000454601359572;0.388796992649;-0.375449512737	0.000116822057627;0.988507683582;0.992961654093	0.132;0.394;0.473	0.119;0.774;0.107	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr3	+	50615004-50617275;50616357-50617275;50617171-50617275	50614940-50615004;50616252-50616357;50617161-50617171;50617275-50617370	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HEMK1
HUWE1	ENSG00000086758	ENSG00000086758:53707002-53707139:source	-0.458830300841;0.432117781419;0.000180138419949;-2.60703126888e-05	0.962508823183;0.947280821147;1.03351062185e-05;3.83119687267e-06	0.834;0.145;0.028;0.028	0.374;0.583;0.040;0.026	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chrX	-	53707139-53713215;53707139-53710819;53707139-53710315;53707139-53707512	53707002-53707139;53707512-53707647;53710315-53710325;53710819-53711114;53713111-53713313	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HUWE1
GPC2	ENSG00000213420	ENSG00000213420:99772308-99772388:source	0.324260122734;-0.324260122734	0.877007209325;0.877007209325	0.588;0.412	0.932;0.068	t|1e1.2o2|1e2.1o1|2e0	False	True	True	2	3	0	chr7	-	99772388-99773830;99772388-99773195	99772308-99772388;99773195-99773517;99773830-99773988	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/34_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GPC2
RPS2	ENSG00000140988	ENSG00000140988:2012911-2013257:source	0.328268282065;-0.014732436476;-2.47475922485e-07;-0.126672513037	0.993365505381;0.0327550370055;3.55509817296e-12;0.401586695688	0.037;0.504;0.025;0.455	0.357;0.390;0.025;0.250	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr16	-	2013257-2014450;2013257-2014277;2013257-2013654;2013257-2013258	2012911-2013257;2013258-2013653;2013654-2013840;2014277-2014368;2014450-2014632	;;;;	;;;;	(2013258, 2013653)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/20_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RPS2
MMP25	ENSG00000008516	ENSG00000008516:3107532-3107614:source	-0.306049559181;0.306049559181	0.914629020639;0.914629020639	0.406;0.594	0.095;0.905	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107614-3108182;3107614-3107615	3107532-3107614;3107615-3108181;3108182-3108334	;;	;;	(3107615, 3108181)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3108413-3108670:target	-0.25028847651;0.25028847651	0.858134743249;0.858134743249	0.300;0.700	0.045;0.955	t|1e1.2o2|i	False	False	False	1	2	1	chr16	+	3108334-3108413;3108412-3108413	3108182-3108334;3108335-3108412;3108413-3108670	;;	;;	(3108335, 3108412)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MMP25
PARP15	ENSG00000173200	ENSG00000173200:122350933-122351066:target	-0.282682252292;0.282682252292	0.797093488122;0.797093488122	0.709;0.291	0.393;0.607	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	122340458-122350933;122345880-122350933	122340195-122340458;122345674-122345880;122350933-122351066	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PARP15
ELMOD3	ENSG00000115459	ENSG00000115459:85604467-85604597:source	0.251203162321;-0.251203162321	0.802786792199;0.802786792199	0.028;0.972	0.285;0.715	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr2	+	85604597-85614221;85604597-85616874	85604467-85604597;85614221-85614348;85616671-85616950	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ELMOD3
SPG20	ENSG00000133104	ENSG00000133104:36909158-36909969:source	1.14896352069e-06;0.219554410042;1.14896352069e-06;-0.167923749518;1.14896352069e-06;-2.98547678494e-05	6.54038016002e-09;0.732471546582;6.54038016002e-09;0.534011055115;6.54038016002e-09;3.34885398777e-05	0.025;0.034;0.025;0.901;0.025;0.060	0.025;0.264;0.025;0.665;0.025;0.060	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1	True	False	True	6	6	1	chr13	-	36909969-36944226;36909969-36920719;36909969-36920377;36909969-36920362;36909969-36919662;36909969-36910424	36909158-36909969;36910424-36910495;36919662-36919771;36920362-36920420;36920362-36920420;36920719-36920934;36944226-36944317	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SPG20
CXorf40A	ENSG00000197620	ENSG00000197620:148622519-148622888:source	-8.54563411642e-06;-0.00021338557161;-0.143039733708;0.221643355788	1.39646066691e-07;0.00017717991127;0.455007949151;0.741810600535	0.026;0.080;0.908;0.026	0.025;0.072;0.678;0.245	s|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chrX	+	148622671-148623564;148622837-148623564;148622888-148623564;148622888-148622889	148622519-148622888;148622889-148622981;148623564-148623630;148623564-148623630;148623564-148623630	;;;;	;;;;	(148622889, 148622981)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CXorf40A
PLEKHA3	ENSG00000116095	ENSG00000116095:179355386-179355541:target	0.220550318438;-0.220550318438	0.61646870069;0.61646870069	0.611;0.389	0.920;0.080	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	179350484-179355386;179353741-179355386	179350368-179350484;179353695-179353741;179355386-179355541	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PLEKHA3
HLA-H	ENSG00000206341	ENSG00000206341:29911753-29911763:target	-0.222900524496;0.222900524496	0.69368495845;0.69368495845	0.337;0.663	0.064;0.936	t|1e1.5o8|i	False	False	False	1	2	1	chr6	+	29856958-29911753;29911752-29911753	29856244-29857081;29911229-29911752;29911753-29911763	;;	;;	(29911229, 29911752)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/34_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HLA-H
TMEM198B	ENSG00000182796	ENSG00000182796:56228635-56229399:source	-0.241165250278;0.241165250278	0.816042222187;0.816042222187	0.293;0.707	0.049;0.951	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr12	+	56229399-56229910;56229399-56229400	56228635-56229399;56229400-56229909;56229910-56230030	;;	;;	(56229400, 56229909)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/31_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM198B
PSMC6	ENSG00000100519	ENSG00000100519:53175482-53175807:source	-0.557864469381;0.554786187405;1.42632736839e-05	0.982664404731;0.979848491755;1.56339491245e-05	0.692;0.295;0.029	0.141;0.844;0.031	s|1e1.1o1|1e2.3o3|1e3.1o1|2e0|3e0	True	False	True	3	4	0	chr14	+	53175534-53176293;53175534-53177819;53175534-53178128	53175482-53175807;53176293-53177053;53177264-53177886;53178128-53178242	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PSMC6
NAA25	ENSG00000111300	ENSG00000111300:112486096-112486247:source	0.441416742477;-0.441416742477	0.979251383529;0.979251383529	0.460;0.540	0.896;0.104	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	112486247-112491362;112486247-112487287	112486096-112486247;112487287-112487415;112491362-112491461	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NAA25
RAB9A	ENSG00000123595	ENSG00000123595:13726840-13728625:target	-0.205177047849;0.205177047849	0.652738591239;0.652738591239	0.468;0.532	0.220;0.780	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	+	13707407-13726840;13722021-13726840	13707244-13707407;13721933-13722021;13726840-13728625	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/13_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RAB9A
DNM1L	ENSG00000087470	ENSG00000087470:32891198-32891230:target	0.216381758176;-0.0915442709747;-0.00810597215341	0.634556671786;0.266079296827;0.0150946268457	0.518;0.242;0.240	0.803;0.056;0.140	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr12	+	32890095-32891198;32890876-32891198;32891197-32891198	32890039-32890240;32890799-32890876;32891106-32891197;32891198-32891230	;;;	;;;	(32891106, 32891197)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DNM1L
CRBN	ENSG00000113851	ENSG00000113851:3214401-3214609:target	0.205395607813;-0.246075131121;0.00122495432739	0.696331283865;0.825014356562;3.37014038325e-06	0.078;0.884;0.038	0.297;0.632;0.072	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr3	-	3214330-3214460;3209477-3214460;3214400-3214401	3209114-3209477;3213860-3214330;3214331-3214400;3214401-3214609	;;;	;;;	(3214331, 3214400)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CRBN
SLC3A2	ENSG00000168003	ENSG00000168003:62623518-62623853:source	0.335406173085;-0.205883584157;-0.000806804169015	0.813383795839;0.542883964749;0.000331577182926	0.216;0.719;0.066	0.599;0.393;0.026	s|1e1.1o2|1e2.1o1|1e3.4o4	False	False	True	3	4	0	chr11	+	62623853-62638217;62623853-62639049;62623853-62648491	62623518-62623853;62638217-62638309;62639049-62639141;62648344-62648528	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/27_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SLC3A2
ZNF317	ENSG00000130803	ENSG00000130803:9269502-9269584:target	0.217226277121;-0.217226277121	0.659802300075;0.659802300075	0.050;0.950	0.321;0.679	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr19	+	9268070-9269502;9268751-9269502	9267880-9268386;9268510-9268751;9269502-9269584	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF317
TM7SF2	ENSG00000149809	ENSG00000149809:64880686-64880886:target	0.250924082077;-0.0135121193349;-4.67886558729e-06;-0.0158733124875;-0.000261156855577	0.831597972611;0.0347136521095;1.89217005728e-07;0.0240884261183;1.87536378763e-05	0.026;0.803;0.026;0.146;0.043	0.273;0.686;0.026;0.036;0.026	t|1e0|2e1.2o2|2e2.1o2|2e2.2o2|3e1.2o2|3e2.1o2|4e0	True	True	True	5	3	0	chr11	+	64880183-64880692;64880337-64880692;64880366-64880692;64880183-64880841;64880337-64880841	64879743-64880183;64879743-64880183;64880211-64880366;64880211-64880366;64880211-64880366;64880686-64880886	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TM7SF2
NLRC5	ENSG00000140853	ENSG00000140853:57092884-57092973:source	2.40321958235e-05;0.219910715129;-0.229672458066	1.35040836356e-11;0.742822575221;0.781254393559	0.026;0.527;0.453	0.028;0.758;0.217	s|1e1.3o4|1e1.4o4|i	False	True	False	2	2	1	chr16	+	57092973-57093321;57092973-57093379;57092973-57092974	57092884-57092973;57092974-57093094;57093095-57093444;57093095-57093444	;;;	;;;	(57092974, 57093094)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/19_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NLRC5
ATXN7	ENSG00000163635	ENSG00000163635:63965591-63966339:target	-0.396493984419;0.396731044057;3.50789191025e-06	0.940128075813;0.942793207776;4.78669369832e-07	0.851;0.140;0.027	0.450;0.541;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	+	63938159-63965591;63953651-63965591;63954138-63965591	63938055-63938159;63953420-63953651;63954045-63954138;63965591-63966339	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/25_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ATXN7
ARHGAP26	ENSG00000145819	ENSG00000145819:142593562-142593653:target	-0.339299582816;3.73525529595e-05;0.304939316667;3.73525529595e-05	0.876424892813;8.08650802295e-06;0.796920026793;8.08650802295e-06	0.436;0.026;0.552;0.026	0.072;0.029;0.905;0.029	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr5	+	142526946-142593562;142545009-142593562;142586873-142593562;142587038-142593562	142526796-142527081;142544478-142545009;142586763-142586873;142586948-142587038;142593562-142593653	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/20_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ARHGAP26
PET100	ENSG00000229833	ENSG00000229833:7695709-7695916:source	-0.428512792249;0.428512792249	0.997384975164;0.997384975164	0.468;0.532	0.050;0.950	s|1e1.1o1|1e2.1o1|2e0|3e0	True	False	True	2	3	0	chr19	+	7695732-7696118;7695732-7696359	7695709-7695916;7696118-7696207;7696359-7696842	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PET100
FLT3LG	ENSG00000090554	ENSG00000090554:49982166-49982304:source	3.46669182344e-07;-0.221078230585;0.21843526814	7.79787564046e-14;0.74143355239;0.732067941295	0.025;0.814;0.184	0.025;0.585;0.412	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	+	49982304-49982947;49982304-49983555;49982304-49983809	49982166-49982304;49982947-49983002;49983555-49983733;49983809-49984838	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FLT3LG
IFT20	ENSG00000109083	ENSG00000109083:26662366-26662515:target	-4.1770017931e-07;0.308671260361;-9.36159429104e-06;-0.304889587049	5.50757038767e-10;0.962222758075;7.62035534559e-08;0.943582988837	0.025;0.048;0.030;0.924	0.025;0.350;0.029;0.624	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2	False	True	True	4	4	0	chr17	-	26659749-26662366;26659408-26662366;26659207-26662366;26659013-26662366	26658412-26659013;26659172-26659408;26659172-26659408;26659716-26659749;26662366-26662515	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IFT20
NUMB	ENSG00000133961	ENSG00000133961:73748953-73749213:target	8.14012905207e-09;0.218979048146;-0.221780115393	1.1627865082e-08;0.72080502285;0.738741696148	0.026;0.026;0.973	0.026;0.241;0.753	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr14	-	73748245-73749067;73746132-73749067;73744001-73749067	73741815-73744001;73745989-73746132;73748122-73748245;73748953-73749213	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NUMB
NUMB	ENSG00000133961	ENSG00000133961:73876645-73876779:target	4.43463093241e-07;0.393496548799;-0.388009161192	5.72974522158e-08;0.998021769708;0.998159571292	0.026;0.589;0.404	0.026;0.972;0.026	s|1e0|2e1.1o1|2e2.1o2|2e3.2o2	True	False	True	3	4	0	chr14	-	73876397-73876645;73833689-73876645;73822474-73876645	73822334-73822477;73833605-73833689;73875858-73876397;73876645-73876779	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NUMB
