#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CENPO	ENSG00000138092	ENSG00000138092:25039515-25039686:target	-0.162968514882;-0.0027283127095;-0.00036584433551;0.34321132295	0.490379350039;0.000409940044406;8.59844413674e-06;0.980693304951	0.881;0.077;0.040;0.026	0.625;0.026;0.026;0.360	t|1e1.1o2|2e1.1o2|3e1.1o2|i	True	True	False	3	2	1	chr2	+	25038625-25039515;25038625-25039600;25038625-25039628;25039514-25039515	25038366-25039440;25038366-25039440;25038366-25039440;25039441-25039514;25039515-25039686	;;;;	;;;;	(25039441, 25039514)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/29_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CENPO
CENPO	ENSG00000138092	ENSG00000138092:25038366-25039440:source	-0.0951483066137;-0.00266376483791;-0.000342990552451;0.31903674831	0.283013230408;0.000356380819106;6.6919470386e-06;0.933410295341	0.850;0.076;0.039;0.041	0.627;0.026;0.026;0.358	s|1e1.1o3|1e1.2o3|1e1.3o3|2e0|i	True	True	False	3	2	1	chr2	+	25038625-25039515;25038625-25039600;25038625-25039628;25039440-25039441	25038366-25039440;25039441-25039514;25039515-25039686;25039515-25039686;25039515-25039686	;;;;	;;;;	(25039441, 25039514)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/29_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CENPO
TBC1D10C	ENSG00000175463	ENSG00000175463:67173066-67173219:source	-0.115194431869;-0.0192939226866;2.32687109159e-08;-9.44977723247e-07;0.230594298939	0.311451992856;0.000504427066965;2.10873232674e-18;2.1103591475e-18;0.797362519082	0.658;0.126;0.025;0.025;0.190	0.513;0.066;0.025;0.025;0.416	s|1e1.1o3|1e1.2o3|1e1.3o3|2e1.1o3|i	True	True	False	4	2	1	chr11	+	67173172-67173374;67173172-67173378;67173172-67173393;67173219-67173374;67173219-67173220	67173066-67173219;67173220-67173373;67173374-67173559;67173374-67173559;67173374-67173559;67173374-67173559	;;;;;	;;;;;	(67173220, 67173373)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/47_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TBC1D10C
ENSG00000108296	ENSG00000108296	ENSG00000108296:36965955-36966061:source	0.284922974255;-0.284922974255	0.759114739317;0.759114739317	0.506;0.494	0.846;0.154	t|1e0|2e1.1o1|2e2.2o2	False	True	True	2	3	0	chr17	-	36966018-36966721;36966018-36966529	36965955-36966061;36966529-36966653;36966721-36966848	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/13_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ENSG00000108296
SMC4	ENSG00000113810	ENSG00000113810:160119703-160119711:target	8.41074401331e-05;-0.723115533028;0.703498248512	9.06743801132e-09;1.0;1.0	0.025;0.933;0.065	0.029;0.227;0.751	t|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr3	+	160117537-160119703;160118753-160119703;160119702-160119703	160117426-160117537;160118270-160118753;160118754-160119702;160119703-160119711	;;;	;;;	(160118754, 160119702)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/16_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SMC4
GUK1	ENSG00000143774	ENSG00000143774:228332598-228333463:target	1.12263434999e-05;1.12263434999e-05;1.12263434999e-05;1.12263434999e-05;-0.435800078213;0.322868274727;1.12263434999e-05;0.00055166841044;0.000523162990205	1.14128536254e-07;1.14128536254e-07;1.14128536254e-07;1.14128536254e-07;0.992960084136;0.884642800654;1.14128536254e-07;3.20525982881e-05;2.86263770712e-05	0.025;0.025;0.025;0.025;0.668;0.320;0.025;0.025;0.025	0.026;0.026;0.026;0.026;0.243;0.656;0.026;0.046;0.045	t|1e0|2e0|3e2.1o1|4e2.1o1|4e4.1o2|5e0|6e1.1o1|6e2.1o1|6e3.1o2|6e3.2o2|6e4.1o2|6e5.1o1|7e0|8e0	True	True	True	9	6	0	chr1	+	228328064-228333172;228328064-228333193;228329530-228333193;228327860-228333212;228328064-228333212;228328989-228333212;228329208-228333212;228329530-228333212;228332453-228333212	228327663-228327860;228327929-228328064;228327929-228328064;228327929-228328064;228328824-228329208;228328824-228329208;228329327-228329534;228329327-228329534;228332029-228332453;228332598-228333463	;;;;;;;;;	;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/32_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GUK1
GUK1	ENSG00000143774	ENSG00000143774:228327929-228328064:source	0.556240286764;2.118549584e-05;2.118549584e-05;2.118549584e-05;-0.570080356604	0.999900279268;2.17788245578e-07;2.17788245578e-07;2.17788245578e-07;0.999946148878	0.201;0.025;0.025;0.025;0.795	0.744;0.026;0.026;0.026;0.239	s|1e1.2o5|1e2.2o2|1e3.3o8|1e3.4o8|1e3.6o8	False	True	True	5	4	0	chr1	+	228328064-228328825;228328064-228329334;228328064-228333172;228328064-228333193;228328064-228333212	228327929-228328064;228328824-228329208;228329327-228329534;228332598-228333463;228332598-228333463;228332598-228333463	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/32_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GUK1
PCID2	ENSG00000126226	ENSG00000126226:113832488-113832792:target	-0.0403895136724;-0.192327572628;0.331084478341	0.0710328989858;0.652620320181;0.976851626754	0.251;0.307;0.442	0.132;0.102;0.766	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr13	-	113832322-113832488;113832290-113832488;113832487-113832488	113831891-113832322;113831891-113832322;113832323-113832487;113832488-113832792	;;;	;;;	(113832323, 113832487)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PCID2
EHBP1L1	ENSG00000173442	ENSG00000173442:65357964-65358063:source	0.215469723825;-0.215469723825	0.725641850952;0.725641850952	0.605;0.395	0.841;0.159	s|1e1.1o3|i	False	False	False	1	2	1	chr11	+	65358063-65359271;65358063-65358064	65357964-65358063;65358064-65358665;65359271-65359344	;;	;;	(65358064, 65358665)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/46_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#EHBP1L1
PTPN7	ENSG00000143851	ENSG00000143851:202128409-202129119:target	1.23762423878e-07;-0.287007004823;-0.000511989266727;0.000282850833191;0.291007123115	1.50767239511e-15;0.931489933792;2.79787878534e-10;1.26683251489e-09;0.949566001194	0.025;0.806;0.040;0.025;0.141	0.025;0.524;0.025;0.035;0.426	s|1e1.2o4|1e1.3o4|1e1.4o4|1e2.2o3|i	False	True	True	4	3	1	chr1	-	202127448-202128409;202127429-202128409;202127376-202128409;202126951-202128409;202128408-202128409	202126867-202127066;202127092-202127697;202127092-202127697;202127092-202127697;202127698-202128408;202128409-202129119	;;;;;	;;;;;	(202127698, 202128408)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/32_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PTPN7
PPP2R3C	ENSG00000092020	ENSG00000092020:35591108-35591307:target	3.86697499605e-05;0.30542179401;3.86697499605e-05;-0.324046585771	1.29445563021e-06;0.785407297963;1.29445563021e-06;0.821739276764	0.025;0.383;0.025;0.609	0.027;0.733;0.027;0.249	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.3o3	False	True	True	4	4	0	chr14	-	35586382-35591108;35585943-35591108;35579856-35591108;35579835-35591108	35579731-35579856;35579731-35579856;35585816-35585943;35586280-35586382;35591108-35591307	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PPP2R3C
CAMK1	ENSG00000134072	ENSG00000134072:9804823-9804897:target	0.289807269946;-0.289807269946	0.869484613568;0.869484613568	0.654;0.346	0.955;0.045	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	9804736-9804823;9804822-9804823	9804598-9804736;9804737-9804822;9804823-9804897	;;	;;	(9804737, 9804822)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/25_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CAMK1
FAM65A	ENSG00000039523	ENSG00000039523:67574203-67574266:target	-0.208199278013;0.208199278013	0.622969507089;0.622969507089	0.970;0.030	0.727;0.273	t|1e1.2o2|2e0|i	False	True	False	1	2	1	chr16	+	67574108-67574203;67574202-67574203	67573956-67574108;67574109-67574202;67574203-67574266	;;	;;	(67574109, 67574202)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FAM65A
NFKBIZ	ENSG00000144802	ENSG00000144802:101571582-101571662:source	-0.638240647326;0.638240647326	0.999058030048;0.999058030048	0.907;0.093	0.285;0.715	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr3	+	101571612-101571730;101571662-101571663	101571582-101571662;101571663-101571729;101571730-101571833	;;	;;	(101571663, 101571729)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NFKBIZ
NFKBIZ	ENSG00000144802	ENSG00000144802:101571935-101572078:target	-0.300374870501;0.300374870501	0.994854193682;0.994854193682	0.975;0.025	0.682;0.318	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	101571833-101571935;101571934-101571935	101571730-101571833;101571834-101571934;101571935-101572078	;;	;;	(101571834, 101571934)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NFKBIZ
IRF1	ENSG00000125347	ENSG00000125347:131825084-131825337:target	1.78971965082e-09;-0.312228717154;1.78971965082e-09;0.311296312098	2.10869126825e-18;0.997532972852;2.10869126825e-18;0.997369298683	0.025;0.934;0.025;0.065	0.025;0.629;0.025;0.368	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr5	-	131823744-131825084;131823717-131825084;131822822-131825084;131825083-131825084	131822646-131822822;131823618-131823744;131823618-131823744;131824725-131825083;131825084-131825337	;;;;	;;;;	(131824725, 131825083)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#IRF1
IRF1	ENSG00000125347	ENSG00000125347:131823618-131823744:source	1.02221374953e-08;-0.249946534811;0.249452751815	2.119134389e-18;0.903754597969;0.901605121483	0.025;0.946;0.053	0.025;0.702;0.296	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr5	-	131823744-131825084;131823717-131825084;131823744-131823745	131823618-131823744;131823745-131824362;131825084-131825337;131825084-131825337	;;;	;;;	(131823745, 131824362)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#IRF1
HNRNPA3	ENSG00000170144	ENSG00000170144:178083975-178084042:target	-0.308128923117;0.308128923117	0.942689394335;0.942689394335	0.975;0.025	0.674;0.326	t|1e1.1o1|i	False	False	False	1	2	1	chr2	+	178083887-178083975;178083974-178083975	178083765-178083887;178083888-178083974;178083975-178084042	;;	;;	(178083888, 178083974)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/44_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HNRNPA3
HNRNPA3	ENSG00000170144	ENSG00000170144:178083975-178084042:source	0.000105330175802;-0.246806065115;0.000519425594507;0.209936815492	1.89247726582e-05;0.645017218093;0.0010653255678;0.582957069998	0.025;0.838;0.072;0.091	0.031;0.518;0.094;0.374	s|1e1.1o3|2e1.2o3|2e1.3o3|i	True	True	False	3	2	1	chr2	+	178084039-178084134;178084042-178084136;178084042-178086788;178084042-178084043	178083975-178084042;178084043-178084133;178084134-178088686;178084134-178088686;178084134-178088686	;;;;	;;;;	(178084043, 178084133)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/44_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HNRNPA3
HNRNPA3	ENSG00000170144	ENSG00000170144:178084134-178088686:target	1.26841953085e-05;-0.543787880836;-0.00178364619965;1.26512641567e-05;0.567539236628	3.33912156761e-08;0.999842306083;4.49902011707e-06;3.33912433599e-08;0.999966588258	0.025;0.743;0.064;0.025;0.186	0.026;0.212;0.041;0.026;0.739	t|1e1.1o2|2e1.2o2|3e1.2o2|3e2.5o6|i	True	True	True	4	3	1	chr2	+	178084039-178084134;178084042-178084136;178084042-178086788;178086704-178086788;178084133-178084134	178083975-178084042;178083975-178084042;178083975-178084042;178084043-178084133;178084134-178088686	;;;;	;;;;	(178084043, 178084133)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/44_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HNRNPA3
MTO1	ENSG00000135297	ENSG00000135297:74183088-74183255:target	-0.293581482843;0.293581482843	0.922112092277;0.922112092277	0.947;0.053	0.657;0.343	t|1e1.1o1|1e2.1o3	False	False	True	2	3	0	chr6	+	74176329-74183088;74181280-74183088	74176212-74176329;74181183-74181518;74183088-74183255	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/26_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MTO1
NUP210	ENSG00000132182	ENSG00000132182:13389398-13389408:source	-0.260380632678;0.260380632678	0.814013406327;0.814013406327	0.297;0.703	0.030;0.970	t|1e1.1o3|i	False	False	False	1	2	1	chr3	-	13389408-13393379;13389408-13389409	13389398-13389408;13389409-13390336;13393161-13393480	;;	;;	(13389409, 13390336)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/23_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NUP210
STAU2	ENSG00000040341	ENSG00000040341:74585217-74585477:target	4.97999217131e-06;4.97999217131e-06;-0.212009001519;0.202132960194	5.70480780734e-08;5.70480780734e-08;0.669872586117;0.63481021402	0.025;0.025;0.333;0.657	0.026;0.026;0.078;0.910	s|1e0|2e0|3e0|4e1.1o1|4e2.1o1|4e3.1o1|4e4.1o1|5e0	True	False	True	4	5	0	chr8	-	74584665-74585342;74581345-74585342;74566131-74585342;74529686-74585342	74529527-74529686;74564492-74566131;74581216-74581345;74584419-74584665;74585217-74585477	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STAU2
STAU2	ENSG00000040341	ENSG00000040341:74600886-74601048:source	-1.1247327557e-05;9.74100542813e-05;-0.345695772809;0.308161557773;8.19138384089e-05	6.12779081033e-08;1.13671149736e-07;0.976898391659;0.955228812932;1.01563937301e-07	0.026;0.026;0.950;0.039;0.026	0.025;0.030;0.611;0.342;0.029	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr8	-	74601048-74659622;74601048-74659018;74601048-74650519;74601048-74621267;74601048-74609543	74600886-74601048;74609543-74609677;74621267-74621412;74650519-74650584;74659018-74659172;74659622-74659943	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STAU2
ACP5	ENSG00000102575	ENSG00000102575:11688408-11688556:source	-0.23160675314;0.265463693923;-0.000242017552813;8.12178632092e-06;8.12178632092e-06	0.782976189214;0.866985815061;1.25041199094e-08;8.51216541219e-09;8.51216541219e-09	0.329;0.633;0.034;0.025;0.025	0.083;0.905;0.025;0.025;0.025	t|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2|3e3.1o2|3e3.2o2|4e0	True	True	True	5	4	1	chr19	-	11688494-11689659;11688494-11689400;11688494-11689295;11688494-11688891;11688494-11688839	11688408-11688556;11688839-11689009;11688839-11689009;11689295-11689579;11689295-11689579;11689659-11689823	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/11_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ACP5
LMF2	ENSG00000100258	ENSG00000100258:50943658-50943763:target	-0.234364667109;1.72739583585e-05;0.226955044826	0.752139158201;1.35959636735e-08;0.729769849803	0.861;0.025;0.137	0.607;0.026;0.385	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr22	-	50943582-50943658;50943413-50943658;50943657-50943658	50943231-50943413;50943486-50943582;50943583-50943657;50943658-50943763	;;;	;;;	(50943583, 50943657)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/9_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LMF2
KLHL17	ENSG00000187961	ENSG00000187961:898717-898884:target	0.269877229219;-0.269877229219	0.740506599548;0.740506599548	0.578;0.422	0.907;0.093	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	898633-898717;898716-898717	898412-898633;898634-898716;898717-898884	;;	;;	(898634, 898716)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/51_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KLHL17
NDUFS1	ENSG00000023228	ENSG00000023228:207024065-207024327:target	-0.322375584872;-3.15732566823e-05;0.32719623581	0.936068884628;5.12800179112e-07;0.953284952378	0.949;0.027;0.043	0.627;0.026;0.367	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	-	207018406-207024065;207012558-207024065;207024064-207024065	207012477-207012558;207018342-207018406;207023982-207024064;207024065-207024327	;;;	;;;	(207023982, 207024064)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/1_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NDUFS1
C16orf58	ENSG00000140688	ENSG00000140688:31504924-31505130:target	0.246686498872;-0.246686498872	0.740845509016;0.740845509016	0.630;0.370	0.925;0.075	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr16	-	31504845-31504924;31504923-31504924	31504518-31504845;31504846-31504923;31504924-31505130	;;	;;	(31504846, 31504923)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/31_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#C16orf58
CTC1	ENSG00000178971	ENSG00000178971:8133881-8134251:target	-0.310209900529;0.310209900529	0.927399426243;0.927399426243	0.975;0.025	0.672;0.328	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	8133786-8133881;8133880-8133881	8133765-8133786;8133787-8133880;8133881-8134251	;;	;;	(8133787, 8133880)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/49_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CTC1
CTC1	ENSG00000178971	ENSG00000178971:8136030-8136350:target	-0.445170920517;0.445170920517	0.985542651864;0.985542651864	0.633;0.367	0.196;0.804	s|1e0|2e1.2o2|3e0|i	True	False	False	1	2	1	chr17	-	8135793-8136224;8136029-8136030	8135679-8135966;8135967-8136029;8136030-8136350	;;	;;	(8135967, 8136029)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/49_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CTC1
TNPO2	ENSG00000105576	ENSG00000105576:12816496-12816644:target	-0.281867940243;0.281867940243	0.838666335865;0.838666335865	0.947;0.053	0.653;0.347	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	12816413-12816496;12816495-12816496	12816306-12816413;12816414-12816495;12816496-12816644	;;	;;	(12816414, 12816495)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/12_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TNPO2
RP11-762I7.5	ENSG00000257390	ENSG00000257390:56216157-56216259:source	-0.331991163518;0.331991163518	0.935772531295;0.935772531295	0.923;0.077	0.593;0.407	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	56216259-56216356;56216259-56216260	56216157-56216259;56216260-56216355;56216356-56216516	;;	;;	(56216260, 56216355)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RP11-762I7.5
RP11-762I7.5	ENSG00000257390	ENSG00000257390:56216356-56216516:target	-0.343539371863;0.343539371863	0.953377022684;0.953377022684	0.932;0.068	0.593;0.407	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	56216259-56216356;56216355-56216356	56216157-56216259;56216260-56216355;56216356-56216516	;;	;;	(56216260, 56216355)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RP11-762I7.5
ANKRD11	ENSG00000167522	ENSG00000167522:89371614-89371752:target	3.20379538573e-05;-0.198898828338;-2.75849180879e-05;-1.38467522244e-06;0.209640670515	3.63231056996e-10;0.673804022232;1.66458443554e-12;1.07296970999e-12;0.723301339899	0.025;0.232;0.026;0.025;0.737	0.026;0.035;0.025;0.025;0.945	s|1e1.1o1|1e2.1o3|1e3.1o2|1e3.2o2|1e4.1o1	False	True	True	5	5	1	chr16	-	89368044-89371614;89367370-89371614;89358207-89371614;89358185-89371614;89357591-89371614	89357380-89357591;89358089-89358207;89358089-89358207;89365284-89367370;89367918-89368044;89371614-89371752	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/42_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ANKRD11
NLRP1	ENSG00000091592	ENSG00000091592:5424844-5425106:target	0.294952702754;-0.294952702754	0.901349625086;0.901349625086	0.571;0.429	0.870;0.130	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr17	-	5424332-5424844;5421207-5424844	5421066-5421885;5424201-5424332;5424844-5425106	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NLRP1
NLRP1	ENSG00000091592	ENSG00000091592:5437217-5437308:source	-0.213543291973;0.213543291973	0.737074992499;0.737074992499	0.287;0.713	0.070;0.930	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	5437308-5442735;5437308-5440171	5437217-5437308;5440171-5440260;5442735-5443010	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NLRP1
ZNF780A	ENSG00000197782	ENSG00000197782:40589018-40589144:target	-0.248994143894;0.248994143894	0.786385660148;0.786385660148	0.358;0.642	0.084;0.916	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr19	-	40587824-40589018;40587821-40589018	40587726-40587824;40587726-40587824;40589018-40589144	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/53_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ZNF780A
RGS1	ENSG00000090104	ENSG00000090104:192545904-192546406:source	-0.397488275065;0.397488275065	0.992355716617;0.992355716617	0.848;0.152	0.460;0.540	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr1	+	192545965-192547352;192546406-192546407	192545904-192546406;192546407-192547351;192547352-192548085	;;	;;	(192546407, 192547351)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RGS1
SNAPIN	ENSG00000143553	ENSG00000143553:153631924-153632042:target	0.223458339901;-0.223458339901	0.730986312794;0.730986312794	0.047;0.953	0.278;0.722	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	153631362-153631924;153631660-153631924	153631130-153631362;153631614-153631660;153631924-153632042	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/32_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SNAPIN
EIF4A2	ENSG00000156976	ENSG00000156976:186501992-186502266:source	-0.486884577977;0.486884577977	0.999994015684;0.999994015684	0.905;0.095	0.431;0.569	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	186502266-186502353;186502266-186502267	186501992-186502266;186502267-186502352;186502353-186502733	;;	;;	(186502267, 186502352)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#EIF4A2
